EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION	REAGENT_ACCESSION
ES85264	EXP3727	ESR4289
ES85263	EXP3727	ESR4428
ES85261	EXP3727	ESR4220
ES85277	EXP3727	ESR4335
ES85277	EXP3727	ESR4336
ES85275	EXP3727	ESR4453
ES85272	EXP3727	ESR4278
ES85272	EXP3727	ESR4428
ES85271	EXP3727	ESR4242
ES85270	EXP3727	ESR4315
ES85269	EXP3727	ESR4236
ES85269	EXP3727	ESR4269
ES85284	EXP3727	ESR4225
ES85283	EXP3727	ESR4315
ES85282	EXP3727	ESR4278
ES85278	EXP3727	ESR4386
ES85295	EXP3727	ESR4335
ES85295	EXP3727	ESR4495
ES85293	EXP3727	ESR4225
ES85291	EXP3727	ESR4278
ES85291	EXP3727	ESR4429
ES85287	EXP3727	ESR4243
ES85304	EXP3727	ESR4335
ES85304	EXP3727	ESR4336
ES85304	EXP3727	ESR4337
ES85303	EXP3727	ESR4222
ES85302	EXP3727	ESR4264
ES85298	EXP3727	ESR4278
ES85297	EXP3727	ESR4278
ES85296	EXP3727	ESR4243
ES85313	EXP3727	ESR4334
ES85313	EXP3727	ESR4495
ES85312	EXP3727	ESR4454
ES85310	EXP3727	ESR4325
ES85310	EXP3727	ESR4431
ES85308	EXP3727	ESR4269
ES85306	EXP3727	ESR4220
ES85305	EXP3727	ESR4269
ES85321	EXP3727	ESR4325
ES85320	EXP3727	ESR4264
ES85319	EXP3727	ESR4431
ES85318	EXP3727	ESR4278
ES85316	EXP3727	ESR4269
ES85314	EXP3727	ESR4236
ES85314	EXP3727	ESR4386
ES85329	EXP3727	ESR4300
ES85328	EXP3727	ESR4278
ES85327	EXP3727	ESR4429
ES85324	EXP3727	ESR4278
ES85323	EXP3727	ESR4236
ES85323	EXP3727	ESR4269
ES85323	EXP3727	ESR4386
ES85340	EXP3727	ESR4335
ES85339	EXP3727	ESR4222
ES85338	EXP3727	ESR4264
ES85338	EXP3727	ESR4300
ES85337	EXP3727	ESR4278
ES85337	EXP3727	ESR4431
ES85333	EXP3727	ESR4423
ES85346	EXP3727	ESR4431
ES85343	EXP3727	ESR4242
ES85343	EXP3727	ESR4269
ES85343	EXP3727	ESR4278
ES85342	EXP3727	ESR4220
ES85358	EXP3727	ESR4337
ES85357	EXP3727	ESR4269
ES85356	EXP3727	ESR4453
ES85355	EXP3727	ESR4315
ES85353	EXP3727	ESR4256
ES85353	EXP3727	ESR4269
ES85352	EXP3727	ESR4278
ES85351	EXP3727	ESR4315
ES85366	EXP3727	ESR4300
ES85366	EXP3727	ESR4325
ES85364	EXP3727	ESR4278
ES85364	EXP3727	ESR4325
ES85363	EXP3727	ESR4256
ES85362	EXP3727	ESR4428
ES85361	EXP3727	ESR4242
ES85374	EXP3727	ESR4225
ES85373	EXP3727	ESR4278
ES85372	EXP3727	ESR4278
ES85371	EXP3727	ESR4278
ES85370	EXP3727	ESR4242
ES85370	EXP3727	ESR4427
ES85368	EXP3727	ESR4253
ES85385	EXP3727	ESR4337
ES85382	EXP3727	ESR4325
ES85381	EXP3727	ESR4269
ES85380	EXP3727	ESR4287
ES85378	EXP3727	ESR4219
ES85391	EXP3727	ESR4325
ES85390	EXP3727	ESR4429
ES85389	EXP3727	ESR4428
ES85402	EXP3727	ESR4222
ES85402	EXP3727	ESR4325
ES85400	EXP3727	ESR4325
ES85398	EXP3727	ESR4256
ES85398	EXP3727	ESR4278
ES85396	EXP3727	ESR4278
ES85412	EXP3727	ESR4337
ES85412	EXP3727	ESR4495
ES85411	EXP3727	ESR4454
ES85410	EXP3727	ESR4264
ES85409	EXP3727	ESR4222
ES85408	EXP3727	ESR4278
ES85406	EXP3727	ESR4269
ES85406	EXP3727	ESR4278
ES85406	EXP3727	ESR4427
ES85421	EXP3727	ESR4335
ES85421	EXP3727	ESR4336
ES85419	EXP3727	ESR4232
ES85417	EXP3727	ESR4429
ES85416	EXP3727	ESR4256
ES85416	EXP3727	ESR4287
ES85415	EXP3727	ESR4427
ES85413	EXP3727	ESR4236
ES85413	EXP3727	ESR4243
ES85413	EXP3727	ESR4386
ES85430	EXP3727	ESR4495
ES85427	EXP3727	ESR4315
ES85424	EXP3727	ESR4242
ES85422	EXP3727	ESR4253
ES85422	EXP3727	ESR4269
ES85439	EXP3727	ESR4335
ES85436	EXP3727	ESR4315
ES85435	EXP3727	ESR4278
ES85434	EXP3727	ESR4256
ES85433	EXP3727	ESR4256
ES85432	EXP3727	ESR4278
ES85432	EXP3727	ESR4315
ES85448	EXP3727	ESR4495
ES85447	EXP3727	ESR4325
ES85444	EXP3727	ESR4256
ES85443	EXP3727	ESR4278
ES85442	EXP3727	ESR4256
ES85442	EXP3727	ESR4269
ES85440	EXP3727	ESR4243
ES85456	EXP3727	ESR4454
ES85455	EXP3727	ESR4225
ES85455	EXP3727	ESR4300
ES85452	EXP3727	ESR4269
ES85452	EXP3727	ESR4278
ES85465	EXP3727	ESR4454
ES85462	EXP3727	ESR4289
ES85461	EXP3727	ESR4256
ES85460	EXP3727	ESR4269
ES85472	EXP3727	ESR4222
ES85470	EXP3727	ESR4278
ES85467	EXP3727	ESR4386
ES85484	EXP3727	ESR4334
ES85483	EXP3727	ESR4269
ES85482	EXP3727	ESR4264
ES85481	EXP3727	ESR4222
ES85493	EXP3727	ESR4495
ES85487	EXP3727	ESR4242
ES85487	EXP3727	ESR4427
ES85486	EXP3727	ESR4278
ES85499	EXP3727	ESR4278
ES85498	EXP3727	ESR4269
ES85498	EXP3727	ESR4429
ES85496	EXP3727	ESR4278
ES85510	EXP3727	ESR4335
ES85509	EXP3727	ESR4325
ES85508	EXP3727	ESR4225
ES85508	EXP3727	ESR4232
ES85506	EXP3727	ESR4278
ES85505	EXP3727	ESR4278
ES85504	EXP3727	ESR4219
ES85503	EXP3727	ESR4243
ES85519	EXP3727	ESR4337
ES85515	EXP3727	ESR4256
ES85512	EXP3727	ESR4219
ES85512	EXP3727	ESR4278
ES85511	EXP3727	ESR4386
ES85527	EXP3727	ESR4300
ES85526	EXP3727	ESR4264
ES85522	EXP3727	ESR4269
ES85522	EXP3727	ESR4427
ES85521	EXP3727	ESR4219
ES85521	EXP3727	ESR4220
ES85537	EXP3727	ESR4336
ES85536	EXP3727	ESR4325
ES85533	EXP3727	ESR4269
ES85532	EXP3727	ESR4287
ES85532	EXP3727	ESR4428
ES85531	EXP3727	ESR4269
ES85546	EXP3727	ESR4334
ES85546	EXP3727	ESR4336
ES85546	EXP3727	ESR4337
ES85544	EXP3727	ESR4453
ES85543	EXP3727	ESR4315
ES85543	EXP3727	ESR4325
ES85540	EXP3727	ESR4278
ES85539	EXP3727	ESR4278
ES85554	EXP3727	ESR4300
ES85549	EXP3727	ESR4269
ES85548	EXP3727	ESR4315
ES85562	EXP3727	ESR4453
ES85573	EXP3727	ESR4335
ES85573	EXP3727	ESR4337
ES85572	EXP3727	ESR4300
ES85567	EXP3727	ESR4269
ES85566	EXP3727	ESR4219
ES85565	EXP3727	ESR4253
ES85565	EXP3727	ESR4269
ES85581	EXP3727	ESR4454
ES85577	EXP3727	ESR4256
ES85576	EXP3727	ESR4242
ES85589	EXP3727	ESR4232
ES85589	EXP3727	ESR4453
ES85587	EXP3727	ESR4289
ES85586	EXP3727	ESR4256
ES85586	EXP3727	ESR4278
ES85585	EXP3727	ESR4427
ES85584	EXP3727	ESR4278
ES85583	EXP3727	ESR4236
ES85600	EXP3727	ESR4335
ES85598	EXP3727	ESR4453
ES85597	EXP3727	ESR4325
ES85596	EXP3727	ESR4429
ES85592	EXP3727	ESR4269
ES85606	EXP3727	ESR4278
ES85606	EXP3727	ESR4315
ES85605	EXP3727	ESR4429
ES85603	EXP3727	ESR4427
ES85618	EXP3727	ESR4336
ES85617	EXP3727	ESR4222
ES85615	EXP3727	ESR4278
ES85614	EXP3727	ESR4269
ES85614	EXP3727	ESR4278
ES85614	EXP3727	ESR4289
ES85613	EXP3727	ESR4256
ES85613	EXP3727	ESR4287
ES85626	EXP3727	ESR4454
ES85625	EXP3727	ESR4232
ES85624	EXP3727	ESR4431
ES85623	EXP3727	ESR4429
ES85619	EXP3727	ESR4269
ES85635	EXP3727	ESR4334
ES85634	EXP3727	ESR4222
ES85628	EXP3727	ESR4253
ES85640	EXP3727	ESR4269
ES85640	EXP3727	ESR4278
ES85640	EXP3727	ESR4289
ES85637	EXP3727	ESR4315
ES85637	EXP3727	ESR4423
ES85636	EXP3727	ESR4236
ES85636	EXP3727	ESR4243
ES85636	EXP3727	ESR4253
ES85636	EXP3727	ESR4386
ES85651	EXP3727	ESR4225
ES85648	EXP3727	ESR4269
ES85648	EXP3727	ESR4278
ES85662	EXP3727	ESR4335
ES85660	EXP3727	ESR4264
ES85660	EXP3727	ESR4300
ES85658	EXP3727	ESR4278
ES85656	EXP3727	ESR4242
ES85655	EXP3727	ESR4278
ES85655	EXP3727	ESR4315
ES85671	EXP3727	ESR4336
ES85668	EXP3727	ESR4222
ES85668	EXP3727	ESR4278
ES85667	EXP3727	ESR4278
ES85665	EXP3727	ESR4278
ES85664	EXP3727	ESR4423
ES85663	EXP3727	ESR4253
ES85680	EXP3727	ESR4335
ES85679	EXP3727	ESR4300
ES85678	EXP3727	ESR4232
ES85676	EXP3727	ESR4278
ES85674	EXP3727	ESR4242
ES85674	EXP3727	ESR4427
ES85673	EXP3727	ESR4220
ES85687	EXP3727	ESR4453
ES85685	EXP3727	ESR4269
ES85683	EXP3727	ESR4256
ES85682	EXP3727	ESR4220
ES85682	EXP3727	ESR4423
ES85681	EXP3727	ESR4236
ES85692	EXP3727	ESR4278
ES85691	EXP3727	ESR4219
ES85707	EXP3727	ESR4335
ES85701	EXP3727	ESR4427
ES85699	EXP3727	ESR4386
ES85716	EXP3727	ESR4495
ES85713	EXP3727	ESR4278
ES85712	EXP3727	ESR4278
ES85710	EXP3727	ESR4256
ES85710	EXP3727	ESR4269
ES85709	EXP3727	ESR4315
ES85724	EXP3727	ESR4325
ES85723	EXP3727	ESR4453
ES85722	EXP3727	ESR4431
ES85720	EXP3727	ESR4428
ES85718	EXP3727	ESR4278
ES85717	EXP3727	ESR4269
ES85734	EXP3727	ESR4336
ES85734	EXP3727	ESR4337
ES85729	EXP3727	ESR4278
ES85729	EXP3727	ESR4287
ES85728	EXP3727	ESR4242
ES85727	EXP3727	ESR4220
ES85727	EXP3727	ESR4278
ES85727	EXP3727	ESR4315
ES85727	EXP3727	ESR4423
ES85743	EXP3727	ESR4336
ES85739	EXP3727	ESR4289
ES85737	EXP3727	ESR4269
ES85752	EXP3727	ESR4335
ES85752	EXP3727	ESR4336
ES85751	EXP3727	ESR4269
ES85750	EXP3727	ESR4232
ES85750	EXP3727	ESR4300
ES85748	EXP3727	ESR4269
ES85746	EXP3727	ESR4278
ES85745	EXP3727	ESR4219
ES85744	EXP3727	ESR4253
ES85761	EXP3727	ESR4495
ES85760	EXP3727	ESR4325
ES85759	EXP3727	ESR4264
ES85756	EXP3727	ESR4256
ES85755	EXP3727	ESR4427
ES85754	EXP3727	ESR4315
ES85754	EXP3727	ESR4423
ES85770	EXP3727	ESR4334
ES85768	EXP3727	ESR4264
ES85767	EXP3727	ESR4222
ES85766	EXP3727	ESR4269
ES85765	EXP3727	ESR4269
ES85764	EXP3727	ESR4256
ES85763	EXP3727	ESR4278
ES85779	EXP3727	ESR4495
ES85777	EXP3727	ESR4225
ES85777	EXP3727	ESR4453
ES85774	EXP3727	ESR4287
ES85773	EXP3727	ESR4269
ES85771	EXP3727	ESR4236
ES85771	EXP3727	ESR4269
ES85788	EXP3727	ESR4495
ES85786	EXP3727	ESR4225
ES85783	EXP3727	ESR4269
ES85782	EXP3727	ESR4269
ES85781	EXP3727	ESR4219
ES85781	EXP3727	ESR4220
ES85797	EXP3727	ESR4336
ES85797	EXP3727	ESR4337
ES85794	EXP3727	ESR4315
ES85792	EXP3727	ESR4269
ES85792	EXP3727	ESR4278
ES85791	EXP3727	ESR4242
ES85806	EXP3727	ESR4334
ES85805	EXP3727	ESR4300
ES85803	EXP3727	ESR4315
ES85801	EXP3727	ESR4269
ES85800	EXP3727	ESR4256
ES85798	EXP3727	ESR4269
ES85814	EXP3727	ESR4222
ES85812	EXP3727	ESR4325
ES85810	EXP3727	ESR4256
ES85810	EXP3727	ESR4269
ES85810	EXP3727	ESR4428
ES85808	EXP3727	ESR4219
ES85808	EXP3727	ESR4278
ES85821	EXP3727	ESR4325
ES85819	EXP3727	ESR4256
ES85817	EXP3727	ESR4423
ES85832	EXP3727	ESR4222
ES85831	EXP3727	ESR4232
ES85830	EXP3727	ESR4325
ES85829	EXP3727	ESR4269
ES85828	EXP3727	ESR4278
ES85841	EXP3727	ESR4269
ES85840	EXP3727	ESR4264
ES85839	EXP3727	ESR4222
ES85836	EXP3727	ESR4256
ES85836	EXP3727	ESR4278
ES85835	EXP3727	ESR4220
ES85850	EXP3727	ESR4300
ES85850	EXP3727	ESR4454
ES85848	EXP3727	ESR4278
ES85846	EXP3727	ESR4269
ES85845	EXP3727	ESR4278
ES85844	EXP3727	ESR4278
ES85860	EXP3727	ESR4336
ES85867	EXP3727	ESR4225
ES85867	EXP3727	ESR4232
ES85867	EXP3727	ESR4453
ES85866	EXP3727	ESR4222
ES85864	EXP3727	ESR4256
ES85863	EXP3727	ESR4278
ES85876	EXP3727	ESR4232
ES85875	EXP3727	ESR4431
ES85874	EXP3727	ESR4256
ES85872	EXP3727	ESR4278
ES85872	EXP3727	ESR4427
ES85870	EXP3727	ESR4253
ES85870	EXP3727	ESR4386
ES85885	EXP3727	ESR4232
ES85883	EXP3727	ESR4269
ES85883	EXP3727	ESR4278
ES85879	EXP3727	ESR4236
ES85896	EXP3727	ESR4337
ES85896	EXP3727	ESR4495
ES85895	EXP3727	ESR4222
ES85895	EXP3727	ESR4325
ES85894	EXP3727	ESR4453
ES85893	EXP3727	ESR4431
ES85892	EXP3727	ESR4289
ES85891	EXP3727	ESR4287
ES85890	EXP3727	ESR4242
ES85889	EXP3727	ESR4219
ES85905	EXP3727	ESR4495
ES85904	EXP3727	ESR4454
ES85902	EXP3727	ESR4315
ES85902	EXP3727	ESR4431
ES85900	EXP3727	ESR4269
ES85900	EXP3727	ESR4428
ES85898	EXP3727	ESR4423
ES85897	EXP3727	ESR4269
ES85911	EXP3727	ESR4325
ES85909	EXP3727	ESR4256
ES85908	EXP3727	ESR4242
ES85906	EXP3727	ESR4236
ES85923	EXP3727	ESR4495
ES85921	EXP3727	ESR4225
ES85921	EXP3727	ESR4300
ES85920	EXP3727	ESR4222
ES85920	EXP3727	ESR4315
ES85916	EXP3727	ESR4315
ES85915	EXP3727	ESR4386
ES85932	EXP3727	ESR4495
ES85927	EXP3727	ESR4428
ES85926	EXP3727	ESR4242
ES85926	EXP3727	ESR4427
ES85924	EXP3727	ESR4269
ES85940	EXP3727	ESR4222
ES85937	EXP3727	ESR4269
ES85937	EXP3727	ESR4289
ES85936	EXP3727	ESR4256
ES85935	EXP3727	ESR4427
ES85949	EXP3727	ESR4222
ES85948	EXP3727	ESR4264
ES85947	EXP3727	ESR4315
ES85946	EXP3727	ESR4289
ES85956	EXP3727	ESR4222
ES85955	EXP3727	ESR4429
ES85951	EXP3727	ESR4253
ES85967	EXP3727	ESR4222
ES85965	EXP3727	ESR4315
ES85964	EXP3727	ESR4429
ES85963	EXP3727	ESR4269
ES85963	EXP3727	ESR4287
ES85962	EXP3727	ESR4278
ES85961	EXP3727	ESR4278
ES85960	EXP3727	ESR4269
ES85975	EXP3727	ESR4225
ES85975	EXP3727	ESR4264
ES85972	EXP3727	ESR4256
ES85971	EXP3727	ESR4242
ES85971	EXP3727	ESR4269
ES85971	EXP3727	ESR4278
ES85970	EXP3727	ESR4423
ES85985	EXP3727	ESR4454
ES85984	EXP3727	ESR4225
ES85982	EXP3727	ESR4289
ES85994	EXP3727	ESR4454
ES85993	EXP3727	ESR4232
ES85992	EXP3727	ESR4315
ES85992	EXP3727	ESR4431
ES85987	EXP3727	ESR4269
ES86003	EXP3727	ESR4454
ES86002	EXP3727	ESR4225
ES86000	EXP3727	ESR4256
ES86000	EXP3727	ESR4429
ES86011	EXP3727	ESR4232
ES86011	EXP3727	ESR4264
ES86011	EXP3727	ESR4300
ES86011	EXP3727	ESR4453
ES86010	EXP3727	ESR4222
ES86009	EXP3727	ESR4289
ES86006	EXP3727	ESR4423
ES86017	EXP3727	ESR4256
ES86017	EXP3727	ESR4278
ES86015	EXP3727	ESR4220
ES86014	EXP3727	ESR4243
ES86014	EXP3727	ESR4253
ES86030	EXP3727	ESR4300
ES86029	EXP3727	ESR4264
ES86028	EXP3727	ESR4325
ES86027	EXP3727	ESR4256
ES86026	EXP3727	ESR4287
ES86024	EXP3727	ESR4423
ES86023	EXP3727	ESR4269
ES86039	EXP3727	ESR4325
ES86038	EXP3727	ESR4300
ES86036	EXP3727	ESR4289
ES86035	EXP3727	ESR4287
ES86034	EXP3727	ESR4427
ES86047	EXP3727	ESR4222
ES86045	EXP3727	ESR4431
ES86057	EXP3727	ESR4334
ES86056	EXP3727	ESR4454
ES86055	EXP3727	ESR4300
ES86054	EXP3727	ESR4222
ES86054	EXP3727	ESR4315
ES86049	EXP3727	ESR4236
ES86066	EXP3727	ESR4336
ES86065	EXP3727	ESR4269
ES86064	EXP3727	ESR4300
ES86062	EXP3727	ESR4278
ES86061	EXP3727	ESR4428
ES86059	EXP3727	ESR4423
ES86074	EXP3727	ESR4454
ES86071	EXP3727	ESR4289
ES86069	EXP3727	ESR4427
ES86068	EXP3727	ESR4278
ES86067	EXP3727	ESR4243
ES86083	EXP3727	ESR4269
ES86083	EXP3727	ESR4325
ES86081	EXP3727	ESR4278
ES86080	EXP3727	ESR4278
ES86079	EXP3727	ESR4428
ES86089	EXP3727	ESR4289
ES86086	EXP3727	ESR4278
ES86086	EXP3727	ESR4423
ES86085	EXP3727	ESR4269
ES86098	EXP3727	ESR4256
ES86098	EXP3727	ESR4269
ES86097	EXP3727	ESR4287
ES86110	EXP3727	ESR4222
ES86110	EXP3727	ESR4325
ES86109	EXP3727	ESR4264
ES86109	EXP3727	ESR4300
ES86107	EXP3727	ESR4256
ES86106	EXP3727	ESR4287
ES86104	EXP3727	ESR4220
ES86104	EXP3727	ESR4423
ES86103	EXP3727	ESR4253
ES86119	EXP3727	ESR4454
ES86117	EXP3727	ESR4222
ES86128	EXP3727	ESR4454
ES86126	EXP3727	ESR4278
ES86125	EXP3727	ESR4256
ES86124	EXP3727	ESR4256
ES86123	EXP3727	ESR4427
ES86121	EXP3727	ESR4386
ES86138	EXP3727	ESR4335
ES86137	EXP3727	ESR4325
ES86136	EXP3727	ESR4232
ES86135	EXP3727	ESR4315
ES86134	EXP3727	ESR4256
ES86134	EXP3727	ESR4269
ES86132	EXP3727	ESR4269
ES86131	EXP3727	ESR4315
ES86147	EXP3727	ESR4337
ES86146	EXP3727	ESR4269
ES86146	EXP3727	ESR4325
ES86145	EXP3727	ESR4453
ES86140	EXP3727	ESR4315
ES86155	EXP3727	ESR4222
ES86152	EXP3727	ESR4278
ES86152	EXP3727	ESR4289
ES86150	EXP3727	ESR4242
ES86165	EXP3727	ESR4495
ES86164	EXP3727	ESR4269
ES86163	EXP3727	ESR4300
ES86161	EXP3727	ESR4269
ES86161	EXP3727	ESR4278
ES86160	EXP3727	ESR4269
ES86160	EXP3727	ESR4287
ES86159	EXP3727	ESR4242
ES86159	EXP3727	ESR4278
ES86173	EXP3727	ESR4454
ES86170	EXP3727	ESR4269
ES86168	EXP3727	ESR4242
ES86167	EXP3727	ESR4220
ES86183	EXP3727	ESR4495
ES86182	EXP3727	ESR4454
ES86181	EXP3727	ESR4453
ES86177	EXP3727	ESR4256
ES86176	EXP3727	ESR4219
ES86175	EXP3727	ESR4386
ES86191	EXP3727	ESR4454
ES86190	EXP3727	ESR4264
ES86190	EXP3727	ESR4453
ES86184	EXP3727	ESR4236
ES86184	EXP3727	ESR4253
ES86184	EXP3727	ESR4386
ES86198	EXP3727	ESR4300
ES86197	EXP3727	ESR4315
ES86195	EXP3727	ESR4428
ES86192	EXP3727	ESR4386
ES86208	EXP3727	ESR4222
ES86208	EXP3727	ESR4269
ES86208	EXP3727	ESR4300
ES86207	EXP3727	ESR4453
ES86206	EXP3727	ESR4278
ES86205	EXP3727	ESR4256
ES86204	EXP3727	ESR4256
ES86201	EXP3727	ESR4253
ES86201	EXP3727	ESR4386
ES86216	EXP3727	ESR4225
ES86215	EXP3727	ESR4431
ES86214	EXP3727	ESR4429
ES86213	EXP3727	ESR4256
ES86213	EXP3727	ESR4428
ES86212	EXP3727	ESR4256
ES86210	EXP3727	ESR4386
ES86224	EXP3727	ESR4278
ES86222	EXP3727	ESR4287
ES86221	EXP3727	ESR4242
ES86221	EXP3727	ESR4427
ES86220	EXP3727	ESR4220
ES86220	EXP3727	ESR4278
ES86235	EXP3727	ESR4222
ES86235	EXP3727	ESR4269
ES86233	EXP3727	ESR4222
ES86233	EXP3727	ESR4278
ES86232	EXP3727	ESR4429
ES86231	EXP3727	ESR4278
ES86229	EXP3727	ESR4220
ES86229	EXP3727	ESR4423
ES86245	EXP3727	ESR4336
ES86244	EXP3727	ESR4222
ES86243	EXP3727	ESR4232
ES86243	EXP3727	ESR4453
ES86242	EXP3727	ESR4431
ES86241	EXP3727	ESR4289
ES86237	EXP3727	ESR4253
ES86237	EXP3727	ESR4386
ES86251	EXP3727	ESR4431
ES86250	EXP3727	ESR4278
ES86246	EXP3727	ESR4236
ES86246	EXP3727	ESR4253
ES86262	EXP3727	ESR4222
ES86261	EXP3727	ESR4453
ES86259	EXP3727	ESR4278
ES86257	EXP3727	ESR4278
ES86256	EXP3727	ESR4219
ES86255	EXP3727	ESR4243
ES86255	EXP3727	ESR4386
ES86272	EXP3727	ESR4495
ES86271	EXP3727	ESR4222
ES86270	EXP3727	ESR4225
ES86268	EXP3727	ESR4256
ES86268	EXP3727	ESR4429
ES86265	EXP3727	ESR4315
ES86280	EXP3727	ESR4269
ES86275	EXP3727	ESR4256
ES86275	EXP3727	ESR4278
ES86274	EXP3727	ESR4315
ES86273	EXP3727	ESR4236
ES86284	EXP3727	ESR4256
ES86284	EXP3727	ESR4269
ES86283	EXP3727	ESR4220
ES86283	EXP3727	ESR4278
ES86282	EXP3727	ESR4243
ES86296	EXP3727	ESR4278
ES86294	EXP3727	ESR4256
ES86291	EXP3727	ESR4236
ES86308	EXP3727	ESR4495
ES86306	EXP3727	ESR4225
ES86304	EXP3727	ESR4278
ES86302	EXP3727	ESR4278
ES86302	EXP3727	ESR4427
ES86301	EXP3727	ESR4220
ES86317	EXP3727	ESR4337
ES86316	EXP3727	ESR4269
ES86314	EXP3727	ESR4315
ES86312	EXP3727	ESR4256
ES86311	EXP3727	ESR4269
ES86311	EXP3727	ESR4278
ES86310	EXP3727	ESR4219
ES86310	EXP3727	ESR4278
ES86325	EXP3727	ESR4325
ES86323	EXP3727	ESR4222
ES86319	EXP3727	ESR4278
ES86318	EXP3727	ESR4243
ES86334	EXP3727	ESR4454
ES86333	EXP3727	ESR4264
ES86333	EXP3727	ESR4453
ES86332	EXP3727	ESR4325
ES86330	EXP3727	ESR4278
ES86329	EXP3727	ESR4269
ES86328	EXP3727	ESR4220
ES86328	EXP3727	ESR4278
ES86327	EXP3727	ESR4236
ES86344	EXP3727	ESR4336
ES86340	EXP3727	ESR4269
ES86339	EXP3727	ESR4256
ES86353	EXP3727	ESR4334
ES86353	EXP3727	ESR4495
ES86350	EXP3727	ESR4325
ES86349	EXP3727	ESR4289
ES86348	EXP3727	ESR4428
ES86347	EXP3727	ESR4256
ES86360	EXP3727	ESR4264
ES86358	EXP3727	ESR4269
ES86357	EXP3727	ESR4278
ES86354	EXP3727	ESR4386
ES86369	EXP3727	ESR4225
ES86365	EXP3727	ESR4269
ES86365	EXP3727	ESR4278
ES86364	EXP3727	ESR4219
ES86363	EXP3727	ESR4236
ES86363	EXP3727	ESR4253
ES86363	EXP3727	ESR4386
ES86378	EXP3727	ESR4225
ES86377	EXP3727	ESR4431
ES86376	EXP3727	ESR4278
ES86374	EXP3727	ESR4256
ES86372	EXP3727	ESR4243
ES86389	EXP3727	ESR4336
ES86389	EXP3727	ESR4495
ES86387	EXP3727	ESR4232
ES86386	EXP3727	ESR4325
ES86397	EXP3727	ESR4269
ES86395	EXP3727	ESR4278
ES86394	EXP3727	ESR4278
ES86393	EXP3727	ESR4256
ES86391	EXP3727	ESR4219
ES86407	EXP3727	ESR4335
ES86406	EXP3727	ESR4269
ES86405	EXP3727	ESR4225
ES86402	EXP3727	ESR4287
ES86402	EXP3727	ESR4428
ES86400	EXP3727	ESR4315
ES86416	EXP3727	ESR4334
ES86416	EXP3727	ESR4336
ES86416	EXP3727	ESR4337
ES86415	EXP3727	ESR4269
ES86409	EXP3727	ESR4423
ES86425	EXP3727	ESR4335
ES86422	EXP3727	ESR4315
ES86421	EXP3727	ESR4289
ES86420	EXP3727	ESR4287
ES86434	EXP3727	ESR4334
ES86432	EXP3727	ESR4264
ES86432	EXP3727	ESR4453
ES86431	EXP3727	ESR4325
ES86430	EXP3727	ESR4429
ES86426	EXP3727	ESR4236
ES86440	EXP3727	ESR4278
ES86438	EXP3727	ESR4269
ES86435	EXP3727	ESR4243
ES86452	EXP3727	ESR4337
ES86450	EXP3727	ESR4453
ES86448	EXP3727	ESR4256
ES86448	EXP3727	ESR4269
ES86446	EXP3727	ESR4269
ES86445	EXP3727	ESR4220
ES86444	EXP3727	ESR4386
ES86459	EXP3727	ESR4300
ES86459	EXP3727	ESR4453
ES86457	EXP3727	ESR4269
ES86454	EXP3727	ESR4219
ES86469	EXP3727	ESR4454
ES86468	EXP3727	ESR4453
ES86465	EXP3727	ESR4287
ES86463	EXP3727	ESR4219
ES86479	EXP3727	ESR4334
ES86479	EXP3727	ESR4335
ES86478	EXP3727	ESR4269
ES86478	EXP3727	ESR4454
ES86477	EXP3727	ESR4225
ES86477	EXP3727	ESR4300
ES86473	EXP3727	ESR4278
ES86472	EXP3727	ESR4220
ES86488	EXP3727	ESR4334
ES86488	EXP3727	ESR4495
ES86487	EXP3727	ESR4269
ES86486	EXP3727	ESR4300
ES86485	EXP3727	ESR4222
ES86485	EXP3727	ESR4315
ES86480	EXP3727	ESR4243
ES86497	EXP3727	ESR4336
ES86497	EXP3727	ESR4495
ES86493	EXP3727	ESR4429
ES86506	EXP3727	ESR4336
ES86505	EXP3727	ESR4222
ES86505	EXP3727	ESR4325
ES86502	EXP3727	ESR4256
ES86502	EXP3727	ESR4429
ES86500	EXP3727	ESR4269
ES86499	EXP3727	ESR4278
ES86498	EXP3727	ESR4243
ES86515	EXP3727	ESR4337
ES86513	EXP3727	ESR4264
ES86511	EXP3727	ESR4256
ES86510	EXP3727	ESR4278
ES86509	EXP3727	ESR4427
ES86508	EXP3727	ESR4315
ES86507	EXP3727	ESR4236
ES86521	EXP3727	ESR4325
ES86520	EXP3727	ESR4429
ES86519	EXP3727	ESR4269
ES86519	EXP3727	ESR4287
ES86517	EXP3727	ESR4219
ES86517	EXP3727	ESR4423
ES86516	EXP3727	ESR4386
ES86531	EXP3727	ESR4225
ES86530	EXP3727	ESR4278
ES86527	EXP3727	ESR4242
ES86527	EXP3727	ESR4269
ES86526	EXP3727	ESR4220
ES86541	EXP3727	ESR4300
ES86538	EXP3727	ESR4429
ES86537	EXP3727	ESR4287
ES86537	EXP3727	ESR4428
ES86535	EXP3727	ESR4219
ES86551	EXP3727	ESR4495
ES86550	EXP3727	ESR4269
ES86550	EXP3727	ESR4300
ES86550	EXP3727	ESR4454
ES86548	EXP3727	ESR4431
ES86546	EXP3727	ESR4428
ES86543	EXP3727	ESR4243
ES86560	EXP3727	ESR4335
