FCS_ANNOTATION_ID	COMPENSATION_FLAG	EXPERIMENT_ACCESSION	EXPSAMPLE_ACCESSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL	WORKSPACE_ID
10017	N	EXP3727	ES148150	46558	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10034	N	EXP3727	ES148167	46592	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
10055	N	EXP3727	ES148188	46634	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10061	N	EXP3727	ES148194	46646	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10065	N	EXP3727	ES148198	46654	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10071	N	EXP3727	ES148204	46666	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10082	N	EXP3727	ES148215	46688	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
10083	N	EXP3727	ES148216	46690	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10086	N	EXP3727	ES148219	46696	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10088	N	EXP3727	ES148221	46700	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10093	N	EXP3727	ES148226	46710	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10110	N	EXP3727	ES148243	46744	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10115	N	EXP3727	ES148248	46754	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10121	N	EXP3727	ES148254	46766	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10131	N	EXP3727	ES148264	46786	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10134	N	EXP3727	ES148267	46792	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10166	N	EXP3727	ES148299	46856	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10187	N	EXP3727	ES148320	46898	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10194	N	EXP3727	ES148327	46912	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10197	N	EXP3727	ES148330	46918	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10208	N	EXP3727	ES148341	46940	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10243	N	EXP3727	ES148376	47010	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10244	N	EXP3727	ES148377	47012	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10253	N	EXP3727	ES148386	47030	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10255	N	EXP3727	ES148388	47034	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10275	N	EXP3727	ES148408	47074	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
10276	N	EXP3727	ES148409	47076	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10284	N	EXP3727	ES148417	47092	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10300	N	EXP3727	ES148433	47124	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10305	N	EXP3727	ES148438	47134	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10313	N	EXP3727	ES148446	47150	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10314	N	EXP3727	ES148447	47152	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10317	N	EXP3727	ES148450	47158	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10319	N	EXP3727	ES148452	47162	1023	0	870	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10320	N	EXP3727	ES148453	47164	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10321	N	EXP3727	ES148454	47166	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10332	N	EXP3727	ES148465	47188	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10338	N	EXP3727	ES148471	47200	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10355	N	EXP3727	ES148488	47234	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10374	N	EXP3727	ES148507	47272	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10375	N	EXP3727	ES148508	47274	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10380	N	EXP3727	ES148513	47284	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
10402	N	EXP3727	ES148535	47328	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10406	N	EXP3727	ES148539	47336	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10417	N	EXP3727	ES148550	47358	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10440	N	EXP3727	ES148573	47404	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10446	N	EXP3727	ES148579	47416	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10449	N	EXP3727	ES148582	47422	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10454	N	EXP3727	ES148587	47432	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
10455	N	EXP3727	ES148588	47434	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10457	N	EXP3727	ES148590	47438	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10458	N	EXP3727	ES148591	47440	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10467	N	EXP3727	ES148600	47458	1023	0	17910	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
10476	N	EXP3727	ES148609	47476	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10477	N	EXP3727	ES148610	47478	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
10478	N	EXP3727	ES148611	47480	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
10480	N	EXP3727	ES148613	47484	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
10491	N	EXP3727	ES148624	47506	1023	0	18285	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
10493	N	EXP3727	ES148626	47510	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
11500	N	EXP3727	ES148633	47535	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11511	N	EXP3727	ES148644	47557	1023	0	19305	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11512	N	EXP3727	ES148645	47559	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11513	N	EXP3727	ES148646	47561	1023	0	16410	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11517	N	EXP3727	ES148650	47569	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11518	N	EXP3727	ES148651	47571	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11519	N	EXP3727	ES148652	47573	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11541	N	EXP3727	ES148674	47617	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11543	N	EXP3727	ES148676	47621	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11545	N	EXP3727	ES148678	47625	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11550	N	EXP3727	ES148683	47635	1023	0	17595	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11553	N	EXP3727	ES148686	47641	1023	0	14910	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11554	N	EXP3727	ES148687	47643	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11556	N	EXP3727	ES148689	47647	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11563	N	EXP3727	ES148696	47661	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11570	N	EXP3727	ES148703	47675	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11595	N	EXP3727	ES148728	47725	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11597	N	EXP3727	ES148730	47729	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11600	N	EXP3727	ES148733	47735	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11615	N	EXP3727	ES148748	47765	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11616	N	EXP3727	ES148749	47767	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11618	N	EXP3727	ES148751	47771	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11632	N	EXP3727	ES148765	47799	1023	0	15135	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
11633	N	EXP3727	ES148766	47801	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11644	N	EXP3727	ES148777	47823	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11654	N	EXP3727	ES148787	47843	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11665	N	EXP3727	ES148798	47865	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11669	N	EXP3727	ES148802	47873	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
11679	N	EXP3727	ES148812	47893	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11680	N	EXP3727	ES148813	47895	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
11687	N	EXP3727	ES148820	47909	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11709	N	EXP3727	ES148842	47954	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
11736	N	EXP3727	ES148869	48008	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11740	N	EXP3727	ES148873	48016	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11741	N	EXP3727	ES148874	48018	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11744	N	EXP3727	ES148877	48024	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11752	N	EXP3727	ES148885	48040	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11755	N	EXP3727	ES148888	48046	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11778	N	EXP3727	ES148911	48092	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11785	N	EXP3727	ES148918	48106	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11788	N	EXP3727	ES148921	48112	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11791	N	EXP3727	ES148924	48118	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11801	N	EXP3727	ES148934	48138	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11809	N	EXP3727	ES148942	48154	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11812	N	EXP3727	ES148945	48160	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11821	N	EXP3727	ES148954	48178	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
11826	N	EXP3727	ES148959	48188	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
11835	N	EXP3727	ES148968	48206	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11838	N	EXP3727	ES148971	48212	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11840	N	EXP3727	ES148973	48216	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11848	N	EXP3727	ES148981	48232	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11849	N	EXP3727	ES148982	48234	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11856	N	EXP3727	ES148989	48248	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11857	N	EXP3727	ES148990	48250	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11860	N	EXP3727	ES148993	48256	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11861	N	EXP3727	ES148994	48258	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
11871	N	EXP3727	ES149004	48278	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
11882	N	EXP3727	ES149015	48300	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11883	N	EXP3727	ES149016	48302	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11906	N	EXP3727	ES149039	48348	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
11907	N	EXP3727	ES149040	48350	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
11909	N	EXP3727	ES149042	48354	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11918	N	EXP3727	ES149051	48372	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11937	N	EXP3727	ES149070	48410	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
11944	N	EXP3727	ES149077	48424	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
11978	N	EXP3727	ES149111	48492	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
11979	N	EXP3727	ES149112	48494	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
11987	N	EXP3727	ES149120	48510	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
11998	N	EXP3727	ES149131	48532	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12006	N	EXP3727	ES149139	48548	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12008	N	EXP3727	ES149141	48552	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
12009	N	EXP3727	ES149142	48554	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12014	N	EXP3727	ES149147	48564	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12017	N	EXP3727	ES149150	48570	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12026	N	EXP3727	ES149159	48588	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12030	N	EXP3727	ES149163	48596	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12038	N	EXP3727	ES149171	48612	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12047	N	EXP3727	ES149180	48630	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12061	N	EXP3727	ES149194	48658	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12064	N	EXP3727	ES149197	48664	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12065	N	EXP3727	ES149198	48666	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12068	N	EXP3727	ES149201	48672	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12077	N	EXP3727	ES149210	48690	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12081	N	EXP3727	ES149214	48698	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12084	N	EXP3727	ES149217	48704	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12090	N	EXP3727	ES149223	48716	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12092	N	EXP3727	ES149225	48720	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12095	N	EXP3727	ES149228	48726	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12106	N	EXP3727	ES149239	48748	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12107	N	EXP3727	ES149240	48750	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12132	N	EXP3727	ES149265	48800	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12139	N	EXP3727	ES149272	48814	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12141	N	EXP3727	ES149274	48818	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12160	N	EXP3727	ES149293	48856	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
12166	N	EXP3727	ES149299	48868	1023	0	19815	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12173	N	EXP3727	ES149306	48882	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12175	N	EXP3727	ES149308	48886	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
12192	N	EXP3727	ES149325	48920	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12195	N	EXP3727	ES149328	48926	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12197	N	EXP3727	ES149330	48930	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12211	N	EXP3727	ES149344	48958	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12216	N	EXP3727	ES149349	48968	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12229	N	EXP3727	ES149362	48994	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12237	N	EXP3727	ES149370	49010	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12250	N	EXP3727	ES149383	49036	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12257	N	EXP3727	ES149390	49050	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12267	N	EXP3727	ES149400	49070	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12268	N	EXP3727	ES149401	49072	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
12274	N	EXP3727	ES149407	49084	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12286	N	EXP3727	ES149419	49108	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12293	N	EXP3727	ES149426	49122	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12311	N	EXP3727	ES149444	49158	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12312	N	EXP3727	ES149445	49160	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12319	N	EXP3727	ES149452	49174	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12327	N	EXP3727	ES149460	49190	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12336	N	EXP3727	ES149469	49208	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12351	N	EXP3727	ES149484	49238	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12353	N	EXP3727	ES149486	49242	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12362	N	EXP3727	ES149495	49260	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12367	N	EXP3727	ES149500	49270	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12370	N	EXP3727	ES149503	49276	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12383	N	EXP3727	ES149516	49302	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12405	N	EXP3727	ES149538	49346	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12410	N	EXP3727	ES149543	49356	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12411	N	EXP3727	ES149544	49358	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12419	N	EXP3727	ES149552	49374	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12422	N	EXP3727	ES149555	49380	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12423	N	EXP3727	ES149556	49382	1023	0	16845	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12436	N	EXP3727	ES149569	49408	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD161	990
12437	N	EXP3727	ES149570	49410	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12458	N	EXP3727	ES149591	49452	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RO	990
12472	N	EXP3727	ES149605	49480	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12477	N	EXP3727	ES149610	49490	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12479	N	EXP3727	ES149612	49494	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12493	N	EXP3727	ES149626	49522	1023	0	20000	6	FSC|SSC|FITC CD4|PE CXCR3|PP CD8|APC CCR5	990
12505	N	EXP3727	ES149638	49557	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12507	N	EXP3727	ES149640	49561	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12514	N	EXP3727	ES149647	49575	1023	0	20000	6	FSC|SSC|FITC CD56|PE CXCR3|PP CD3|APC CCR5	990
12516	N	EXP3727	ES149649	49579	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12523	N	EXP3727	ES149656	49593	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12536	N	EXP3727	ES149669	49619	1023	0	13320	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12538	N	EXP3727	ES149671	49623	1023	0	20000	6	FSC|SSC|FITC CD4|PE CCR3|PP CD8|APC CCR4	990
12541	N	EXP3727	ES149674	49629	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12546	N	EXP3727	ES149679	49639	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12561	N	EXP3727	ES149694	49669	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12569	N	EXP3727	ES149702	49685	1023	0	7950	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12574	N	EXP3727	ES149707	49695	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12581	N	EXP3727	ES149714	49709	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12596	N	EXP3727	ES149729	49739	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
12599	N	EXP3727	ES149732	49745	1023	0	20000	6	FSC|SSC|AUTO1|AUTO2|AUTO3|AUTO4	990
12600	N	EXP3727	ES149733	49747	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12608	N	EXP3727	ES149741	49763	1023	0	20000	6	FSC|SSC|FITC CD4|PE CD25|PP CD3|APC CD45RA	990
12612	N	EXP3727	ES149745	49771	1023	0	20000	6	FSC|SSC|FITC CD14|PE CD23|PP CD3|APC CD19	990
