EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES149266	Flow_Cytometry		EXP3727		FCM	0	990
ES149271	Flow_Cytometry		EXP3727		FCM	0	990
ES149278	Flow_Cytometry		EXP3727		FCM	0	990
ES149288	Flow_Cytometry		EXP3727		FCM	0	990
ES149295	Flow_Cytometry		EXP3727		FCM	0	990
ES149301	Flow_Cytometry		EXP3727		FCM	0	990
ES149315	Flow_Cytometry		EXP3727		FCM	0	990
ES149335	Flow_Cytometry		EXP3727		FCM	0	990
ES149339	Flow_Cytometry		EXP3727		FCM	0	990
ES149342	Flow_Cytometry		EXP3727		FCM	0	990
ES149344	Flow_Cytometry		EXP3727		FCM	0	990
ES149356	Flow_Cytometry		EXP3727		FCM	0	990
ES149380	Flow_Cytometry		EXP3727		FCM	0	990
ES149404	Flow_Cytometry		EXP3727		FCM	0	990
ES149412	Flow_Cytometry		EXP3727		FCM	0	990
ES149427	Flow_Cytometry		EXP3727		FCM	0	990
ES149440	Flow_Cytometry		EXP3727		FCM	0	990
ES149446	Flow_Cytometry		EXP3727		FCM	0	990
ES149447	Flow_Cytometry		EXP3727		FCM	0	990
ES149457	Flow_Cytometry		EXP3727		FCM	0	990
ES149461	Flow_Cytometry		EXP3727		FCM	0	990
ES149478	Flow_Cytometry		EXP3727		FCM	0	990
ES149515	Flow_Cytometry		EXP3727		FCM	0	990
ES149518	Flow_Cytometry		EXP3727		FCM	0	990
ES149521	Flow_Cytometry		EXP3727		FCM	0	990
ES149527	Flow_Cytometry		EXP3727		FCM	0	990
ES149538	Flow_Cytometry		EXP3727		FCM	0	990
ES149570	Flow_Cytometry		EXP3727		FCM	0	990
ES149574	Flow_Cytometry		EXP3727		FCM	0	990
ES149578	Flow_Cytometry		EXP3727		FCM	0	990
ES149594	Flow_Cytometry		EXP3727		FCM	0	990
ES149600	Flow_Cytometry		EXP3727		FCM	0	990
ES149611	Flow_Cytometry		EXP3727		FCM	0	990
ES149619	Flow_Cytometry		EXP3727		FCM	0	990
ES149623	Flow_Cytometry		EXP3727		FCM	0	990
ES149667	Flow_Cytometry		EXP3727		FCM	0	990
ES149697	Flow_Cytometry		EXP3727		FCM	0	990
ES149710	Flow_Cytometry		EXP3727		FCM	0	990
ES149726	Flow_Cytometry		EXP3727		FCM	0	990
ES149734	Flow_Cytometry		EXP3727		FCM	0	990
ES149749	Flow_Cytometry		EXP3727		FCM	0	990
ES149762	Flow_Cytometry		EXP3727		FCM	0	990
ES149765	Flow_Cytometry		EXP3727		FCM	0	990
ES149782	Flow_Cytometry		EXP3727		FCM	0	990
ES149786	Flow_Cytometry		EXP3727		FCM	0	990
ES149791	Flow_Cytometry		EXP3727		FCM	0	990
ES149792	Flow_Cytometry		EXP3727		FCM	0	990
ES149795	Flow_Cytometry		EXP3727		FCM	0	990
ES149797	Flow_Cytometry		EXP3727		FCM	0	990
ES149802	Flow_Cytometry		EXP3727		FCM	0	990
ES149804	Flow_Cytometry		EXP3727		FCM	0	990
ES149805	Flow_Cytometry		EXP3727		FCM	0	990
ES149811	Flow_Cytometry		EXP3727		FCM	0	990
ES149827	Flow_Cytometry		EXP3727		FCM	0	990
ES149828	Flow_Cytometry		EXP3727		FCM	0	990
ES149831	Flow_Cytometry		EXP3727		FCM	0	990
ES149844	Flow_Cytometry		EXP3727		FCM	0	990
ES149854	Flow_Cytometry		EXP3727		FCM	0	990
ES149864	Flow_Cytometry		EXP3727		FCM	0	990
ES149869	Flow_Cytometry		EXP3727		FCM	0	990
ES149873	Flow_Cytometry		EXP3727		FCM	0	990
ES149880	Flow_Cytometry		EXP3727		FCM	0	990
ES149883	Flow_Cytometry		EXP3727		FCM	0	990
ES149893	Flow_Cytometry		EXP3727		FCM	0	990
ES149917	Flow_Cytometry		EXP3727		FCM	0	990
ES149923	Flow_Cytometry		EXP3727		FCM	0	990
ES149939	Flow_Cytometry		EXP3727		FCM	0	990
ES149942	Flow_Cytometry		EXP3727		FCM	0	990
ES149949	Flow_Cytometry		EXP3727		FCM	0	990
ES149950	Flow_Cytometry		EXP3727		FCM	0	990
ES149963	Flow_Cytometry		EXP3727		FCM	0	990
ES149964	Flow_Cytometry		EXP3727		FCM	0	990
ES149982	Flow_Cytometry		EXP3727		FCM	0	990
ES149989	Flow_Cytometry		EXP3727		FCM	0	990
ES149990	Flow_Cytometry		EXP3727		FCM	0	990
ES149995	Flow_Cytometry		EXP3727		FCM	0	990
ES149998	Flow_Cytometry		EXP3727		FCM	0	990
ES150002	Flow_Cytometry		EXP3727		FCM	0	990
ES150010	Flow_Cytometry		EXP3727		FCM	0	990
ES150014	Flow_Cytometry		EXP3727		FCM	0	990
ES150022	Flow_Cytometry		EXP3727		FCM	0	990
ES150025	Flow_Cytometry		EXP3727		FCM	0	990
ES150036	Flow_Cytometry		EXP3727		FCM	0	990
ES150055	Flow_Cytometry		EXP3727		FCM	0	990
ES150065	Flow_Cytometry		EXP3727		FCM	0	990
ES150071	Flow_Cytometry		EXP3727		FCM	0	990
ES150073	Flow_Cytometry		EXP3727		FCM	0	990
ES150074	Flow_Cytometry		EXP3727		FCM	0	990
ES150096	Flow_Cytometry		EXP3727		FCM	0	990
ES150100	Flow_Cytometry		EXP3727		FCM	0	990
ES150116	Flow_Cytometry		EXP3727		FCM	0	990
ES150140	Flow_Cytometry		EXP3727		FCM	0	990
ES150146	Flow_Cytometry		EXP3727		FCM	0	990
ES150148	Flow_Cytometry		EXP3727		FCM	0	990
ES150177	Flow_Cytometry		EXP3727		FCM	0	990
ES150191	Flow_Cytometry		EXP3727		FCM	0	990
ES150194	Flow_Cytometry		EXP3727		FCM	0	990
ES150195	Flow_Cytometry		EXP3727		FCM	0	990
ES150196	Flow_Cytometry		EXP3727		FCM	0	990
ES150202	Flow_Cytometry		EXP3727		FCM	0	990
ES150228	Flow_Cytometry		EXP3727		FCM	0	990
ES150249	Flow_Cytometry		EXP3727		FCM	0	990
ES150272	Flow_Cytometry		EXP3727		FCM	0	990
ES150278	Flow_Cytometry		EXP3727		FCM	0	990
ES150289	Flow_Cytometry		EXP3727		FCM	0	990
ES150294	Flow_Cytometry		EXP3727		FCM	0	990
ES150298	Flow_Cytometry		EXP3727		FCM	0	990
ES150307	Flow_Cytometry		EXP3727		FCM	0	990
ES150313	Flow_Cytometry		EXP3727		FCM	0	990
ES150336	Flow_Cytometry		EXP3727		FCM	0	990
ES150342	Flow_Cytometry		EXP3727		FCM	0	990
ES150345	Flow_Cytometry		EXP3727		FCM	0	990
ES150370	Flow_Cytometry		EXP3727		FCM	0	990
ES150389	Flow_Cytometry		EXP3727		FCM	0	990
ES82330	Flow_Cytometry		EXP3727		FCM	16	990
ES82331	Flow_Cytometry		EXP3727		FCM	32	990
ES82337	Flow_Cytometry		EXP3727		FCM	16	990
ES82342	Flow_Cytometry		EXP3727		FCM	32	990
ES82345	Flow_Cytometry		EXP3727		FCM	16	990
ES82352	Flow_Cytometry		EXP3727		FCM	16	990
ES82360	Flow_Cytometry		EXP3727		FCM	32	990
ES82382	Flow_Cytometry		EXP3727		FCM	16	990
ES82392	Flow_Cytometry		EXP3727		FCM	16	990
ES82407	Flow_Cytometry		EXP3727		FCM	5	990
ES82409	Flow_Cytometry		EXP3727		FCM	16	990
ES82413	Flow_Cytometry		EXP3727		FCM	32	990
ES82418	Flow_Cytometry		EXP3727		FCM	16	990
ES82426	Flow_Cytometry		EXP3727		FCM	16	990
ES82447	Flow_Cytometry		EXP3727		FCM	16	990
ES82454	Flow_Cytometry		EXP3727		FCM	16	990
ES82455	Flow_Cytometry		EXP3727		FCM	16	990
ES82456	Flow_Cytometry		EXP3727		FCM	16	990
ES82470	Flow_Cytometry		EXP3727		FCM	5	990
ES82482	Flow_Cytometry		EXP3727		FCM	16	990
ES82485	Flow_Cytometry		EXP3727		FCM	32	990
ES82498	Flow_Cytometry		EXP3727		FCM	16	990
ES82508	Flow_Cytometry		EXP3727		FCM	16	990
ES82517	Flow_Cytometry		EXP3727		FCM	16	990
ES82535	Flow_Cytometry		EXP3727		FCM	16	990
ES82537	Flow_Cytometry		EXP3727		FCM	32	990
ES82538	Flow_Cytometry		EXP3727		FCM	32	990
ES82542	Flow_Cytometry		EXP3727		FCM	16	990
ES82556	Flow_Cytometry		EXP3727		FCM	32	990
ES82559	Flow_Cytometry		EXP3727		FCM	5	990
ES82561	Flow_Cytometry		EXP3727		FCM	16	990
ES82568	Flow_Cytometry		EXP3727		FCM	5	990
ES82574	Flow_Cytometry		EXP3727		FCM	32	990
ES82612	Flow_Cytometry		EXP3727		FCM	5	990
ES82613	Flow_Cytometry		EXP3727		FCM	16	990
ES82620	Flow_Cytometry		EXP3727		FCM	16	990
ES82625	Flow_Cytometry		EXP3727		FCM	16	990
ES82637	Flow_Cytometry		EXP3727		FCM	32	990
ES82639	Flow_Cytometry		EXP3727		FCM	5	990
ES82644	Flow_Cytometry		EXP3727		FCM	32	990
ES82651	Flow_Cytometry		EXP3727		FCM	16	990
ES82660	Flow_Cytometry		EXP3727		FCM	16	990
ES82663	Flow_Cytometry		EXP3727		FCM	32	990
ES82670	Flow_Cytometry		EXP3727		FCM	16	990
ES82674	Flow_Cytometry		EXP3727		FCM	16	990
ES82710	Flow_Cytometry		EXP3727		FCM	16	990
ES82718	Flow_Cytometry		EXP3727		FCM	32	990
ES82720	Flow_Cytometry		EXP3727		FCM	5	990
ES82726	Flow_Cytometry		EXP3727		FCM	32	990
ES82729	Flow_Cytometry		EXP3727		FCM	5	990
ES82734	Flow_Cytometry		EXP3727		FCM	32	990
ES82743	Flow_Cytometry		EXP3727		FCM	32	990
ES82768	Flow_Cytometry		EXP3727		FCM	16	990
ES82782	Flow_Cytometry		EXP3727		FCM	5	990
ES82788	Flow_Cytometry		EXP3727		FCM	32	990
ES82791	Flow_Cytometry		EXP3727		FCM	5	990
ES82798	Flow_Cytometry		EXP3727		FCM	32	990
ES82799	Flow_Cytometry		EXP3727		FCM	16	990
ES82801	Flow_Cytometry		EXP3727		FCM	16	990
ES82805	Flow_Cytometry		EXP3727		FCM	32	990
ES82810	Flow_Cytometry		EXP3727		FCM	16	990
ES82813	Flow_Cytometry		EXP3727		FCM	16	990
ES82814	Flow_Cytometry		EXP3727		FCM	32	990
ES82828	Flow_Cytometry		EXP3727		FCM	16	990
ES82841	Flow_Cytometry		EXP3727		FCM	16	990
ES82849	Flow_Cytometry		EXP3727		FCM	32	990
ES82850	Flow_Cytometry		EXP3727		FCM	16	990
ES82860	Flow_Cytometry		EXP3727		FCM	16	990
ES82874	Flow_Cytometry		EXP3727		FCM	32	990
ES82895	Flow_Cytometry		EXP3727		FCM	16	990
ES82899	Flow_Cytometry		EXP3727		FCM	16	990
ES82908	Flow_Cytometry		EXP3727		FCM	16	990
ES82915	Flow_Cytometry		EXP3727		FCM	16	990
ES82917	Flow_Cytometry		EXP3727		FCM	16	990
ES82927	Flow_Cytometry		EXP3727		FCM	16	990
ES82931	Flow_Cytometry		EXP3727		FCM	16	990
ES82932	Flow_Cytometry		EXP3727		FCM	16	990
ES82933	Flow_Cytometry		EXP3727		FCM	16	990
ES82935	Flow_Cytometry		EXP3727		FCM	16	990
ES82955	Flow_Cytometry		EXP3727		FCM	16	990
ES82976	Flow_Cytometry		EXP3727		FCM	16	990
ES82982	Flow_Cytometry		EXP3727		FCM	16	990
ES82997	Flow_Cytometry		EXP3727		FCM	16	990
ES83005	Flow_Cytometry		EXP3727		FCM	16	990
ES83012	Flow_Cytometry		EXP3727		FCM	16	990
ES83029	Flow_Cytometry		EXP3727		FCM	16	990
ES83045	Flow_Cytometry		EXP3727		FCM	16	990
ES83048	Flow_Cytometry		EXP3727		FCM	16	990
ES83062	Flow_Cytometry		EXP3727		FCM	16	990
ES83065	Flow_Cytometry		EXP3727		FCM	16	990
ES83066	Flow_Cytometry		EXP3727		FCM	16	990
ES83068	Flow_Cytometry		EXP3727		FCM	16	990
ES83077	Flow_Cytometry		EXP3727		FCM	16	990
ES83133	Flow_Cytometry		EXP3727		FCM	16	990
ES83135	Flow_Cytometry		EXP3727		FCM	16	990
ES83136	Flow_Cytometry		EXP3727		FCM	16	990
ES83151	Flow_Cytometry		EXP3727		FCM	16	990
ES83155	Flow_Cytometry		EXP3727		FCM	16	990
ES83163	Flow_Cytometry		EXP3727		FCM	16	990
ES83168	Flow_Cytometry		EXP3727		FCM	16	990
ES83174	Flow_Cytometry		EXP3727		FCM	16	990
ES83178	Flow_Cytometry		EXP3727		FCM	16	990
ES83182	Flow_Cytometry		EXP3727		FCM	16	990
ES83219	Flow_Cytometry		EXP3727		FCM	16	990
ES83226	Flow_Cytometry		EXP3727		FCM	16	990
ES83230	Flow_Cytometry		EXP3727		FCM	16	990
ES83293	Flow_Cytometry		EXP3727		FCM	16	990
ES83319	Flow_Cytometry		EXP3727		FCM	16	990
ES83323	Flow_Cytometry		EXP3727		FCM	16	990
ES83332	Flow_Cytometry		EXP3727		FCM	16	990
ES83342	Flow_Cytometry		EXP3727		FCM	16	990
ES83346	Flow_Cytometry		EXP3727		FCM	16	990
ES83349	Flow_Cytometry		EXP3727		FCM	5	990
ES83358	Flow_Cytometry		EXP3727		FCM	5	990
ES83360	Flow_Cytometry		EXP3727		FCM	16	990
ES83363	Flow_Cytometry		EXP3727		FCM	16	990
ES83378	Flow_Cytometry		EXP3727		FCM	16	990
ES83382	Flow_Cytometry		EXP3727		FCM	16	990
ES83387	Flow_Cytometry		EXP3727		FCM	16	990
ES83399	Flow_Cytometry		EXP3727		FCM	16	990
ES83401	Flow_Cytometry		EXP3727		FCM	16	990
ES83407	Flow_Cytometry		EXP3727		FCM	16	990
ES83412	Flow_Cytometry		EXP3727		FCM	16	990
ES83418	Flow_Cytometry		EXP3727		FCM	16	990
ES83421	Flow_Cytometry		EXP3727		FCM	16	990
ES83453	Flow_Cytometry		EXP3727		FCM	5	990
ES83457	Flow_Cytometry		EXP3727		FCM	16	990
ES83477	Flow_Cytometry		EXP3727		FCM	16	990
ES83482	Flow_Cytometry		EXP3727		FCM	16	990
ES83503	Flow_Cytometry		EXP3727		FCM	16	990
ES83508	Flow_Cytometry		EXP3727		FCM	16	990
ES83513	Flow_Cytometry		EXP3727		FCM	16	990
ES83514	Flow_Cytometry		EXP3727		FCM	16	990
ES83519	Flow_Cytometry		EXP3727		FCM	16	990
ES83520	Flow_Cytometry		EXP3727		FCM	16	990
ES83521	Flow_Cytometry		EXP3727		FCM	16	990
ES83524	Flow_Cytometry		EXP3727		FCM	16	990
ES83529	Flow_Cytometry		EXP3727		FCM	16	990
ES83530	Flow_Cytometry		EXP3727		FCM	16	990
ES83533	Flow_Cytometry		EXP3727		FCM	16	990
ES83536	Flow_Cytometry		EXP3727		FCM	16	990
ES83537	Flow_Cytometry		EXP3727		FCM	16	990
ES83547	Flow_Cytometry		EXP3727		FCM	16	990
ES83549	Flow_Cytometry		EXP3727		FCM	16	990
ES83568	Flow_Cytometry		EXP3727		FCM	16	990
ES83575	Flow_Cytometry		EXP3727		FCM	16	990
ES83603	Flow_Cytometry		EXP3727		FCM	16	990
ES83610	Flow_Cytometry		EXP3727		FCM	16	990
ES83611	Flow_Cytometry		EXP3727		FCM	16	990
ES83612	Flow_Cytometry		EXP3727		FCM	16	990
ES83626	Flow_Cytometry		EXP3727		FCM	16	990
ES83628	Flow_Cytometry		EXP3727		FCM	16	990
ES83632	Flow_Cytometry		EXP3727		FCM	5	990
ES83641	Flow_Cytometry		EXP3727		FCM	5	990
ES83651	Flow_Cytometry		EXP3727		FCM	16	990
ES83655	Flow_Cytometry		EXP3727		FCM	16	990
ES83657	Flow_Cytometry		EXP3727		FCM	16	990
ES83666	Flow_Cytometry		EXP3727		FCM	16	990
ES83672	Flow_Cytometry		EXP3727		FCM	16	990
ES83677	Flow_Cytometry		EXP3727		FCM	5	990
ES83682	Flow_Cytometry		EXP3727		FCM	16	990
ES83685	Flow_Cytometry		EXP3727		FCM	16	990
ES83692	Flow_Cytometry		EXP3727		FCM	16	990
ES83731	Flow_Cytometry		EXP3727		FCM	32	990
ES83737	Flow_Cytometry		EXP3727		FCM	16	990
ES83743	Flow_Cytometry		EXP3727		FCM	16	990
ES83745	Flow_Cytometry		EXP3727		FCM	16	990
ES83754	Flow_Cytometry		EXP3727		FCM	16	990
ES83756	Flow_Cytometry		EXP3727		FCM	32	990
ES83771	Flow_Cytometry		EXP3727		FCM	16	990
ES83773	Flow_Cytometry		EXP3727		FCM	32	990
ES83775	Flow_Cytometry		EXP3727		FCM	32	990
ES83781	Flow_Cytometry		EXP3727		FCM	16	990
ES83799	Flow_Cytometry		EXP3727		FCM	16	990
ES83809	Flow_Cytometry		EXP3727		FCM	32	990
ES83831	Flow_Cytometry		EXP3727		FCM	5	990
ES83835	Flow_Cytometry		EXP3727		FCM	16	990
ES83839	Flow_Cytometry		EXP3727		FCM	16	990
ES83841	Flow_Cytometry		EXP3727		FCM	16	990
ES83853	Flow_Cytometry		EXP3727		FCM	16	990
ES83871	Flow_Cytometry		EXP3727		FCM	16	990
ES83878	Flow_Cytometry		EXP3727		FCM	16	990
ES83896	Flow_Cytometry		EXP3727		FCM	16	990
ES83897	Flow_Cytometry		EXP3727		FCM	16	990
ES83908	Flow_Cytometry		EXP3727		FCM	32	990
ES83930	Flow_Cytometry		EXP3727		FCM	5	990
ES83931	Flow_Cytometry		EXP3727		FCM	16	990
ES83942	Flow_Cytometry		EXP3727		FCM	16	990
ES83944	Flow_Cytometry		EXP3727		FCM	32	990
ES83952	Flow_Cytometry		EXP3727		FCM	32	990
ES83960	Flow_Cytometry		EXP3727		FCM	16	990
ES83977	Flow_Cytometry		EXP3727		FCM	16	990
ES83987	Flow_Cytometry		EXP3727		FCM	16	990
ES83989	Flow_Cytometry		EXP3727		FCM	32	990
ES83992	Flow_Cytometry		EXP3727		FCM	5	990
ES84017	Flow_Cytometry		EXP3727		FCM	32	990
ES84021	Flow_Cytometry		EXP3727		FCM	16	990
ES84032	Flow_Cytometry		EXP3727		FCM	16	990
ES84036	Flow_Cytometry		EXP3727		FCM	16	990
ES84048	Flow_Cytometry		EXP3727		FCM	16	990
ES84060	Flow_Cytometry		EXP3727		FCM	32	990
ES84073	Flow_Cytometry		EXP3727		FCM	5	990
ES84075	Flow_Cytometry		EXP3727		FCM	16	990
ES84077	Flow_Cytometry		EXP3727		FCM	16	990
ES84079	Flow_Cytometry		EXP3727		FCM	32	990
ES84089	Flow_Cytometry		EXP3727		FCM	16	990
ES84102	Flow_Cytometry		EXP3727		FCM	16	990
ES84104	Flow_Cytometry		EXP3727		FCM	32	990
ES84114	Flow_Cytometry		EXP3727		FCM	32	990
ES84126	Flow_Cytometry		EXP3727		FCM	16	990
ES84128	Flow_Cytometry		EXP3727		FCM	16	990
ES84134	Flow_Cytometry		EXP3727		FCM	5	990
ES84140	Flow_Cytometry		EXP3727		FCM	32	990
ES84147	Flow_Cytometry		EXP3727		FCM	16	990
ES84153	Flow_Cytometry		EXP3727		FCM	16	990
ES84154	Flow_Cytometry		EXP3727		FCM	16	990
ES84155	Flow_Cytometry		EXP3727		FCM	16	990
ES84158	Flow_Cytometry		EXP3727		FCM	32	990
ES84165	Flow_Cytometry		EXP3727		FCM	16	990
ES84172	Flow_Cytometry		EXP3727		FCM	16	990
ES84177	Flow_Cytometry		EXP3727		FCM	16	990
ES84191	Flow_Cytometry		EXP3727		FCM	16	990
ES84200	Flow_Cytometry		EXP3727		FCM	16	990
ES84205	Flow_Cytometry		EXP3727		FCM	5	990
ES84209	Flow_Cytometry		EXP3727		FCM	16	990
ES84235	Flow_Cytometry		EXP3727		FCM	16	990
ES84239	Flow_Cytometry		EXP3727		FCM	32	990
ES84247	Flow_Cytometry		EXP3727		FCM	32	990
ES84255	Flow_Cytometry		EXP3727		FCM	32	990
ES84257	Flow_Cytometry		EXP3727		FCM	32	990
ES84258	Flow_Cytometry		EXP3727		FCM	16	990
ES84262	Flow_Cytometry		EXP3727		FCM	16	990
ES84265	Flow_Cytometry		EXP3727		FCM	32	990
ES84266	Flow_Cytometry		EXP3727		FCM	32	990
ES84276	Flow_Cytometry		EXP3727		FCM	16	990
ES84278	Flow_Cytometry		EXP3727		FCM	16	990
ES84292	Flow_Cytometry		EXP3727		FCM	32	990
ES84295	Flow_Cytometry		EXP3727		FCM	16	990
ES84297	Flow_Cytometry		EXP3727		FCM	16	990
ES84299	Flow_Cytometry		EXP3727		FCM	16	990
ES84303	Flow_Cytometry		EXP3727		FCM	16	990
ES84307	Flow_Cytometry		EXP3727		FCM	16	990
ES84320	Flow_Cytometry		EXP3727		FCM	16	990
ES84330	Flow_Cytometry		EXP3727		FCM	16	990
ES84363	Flow_Cytometry		EXP3727		FCM	16	990
ES84399	Flow_Cytometry		EXP3727		FCM	16	990
ES84403	Flow_Cytometry		EXP3727		FCM	16	990
ES84410	Flow_Cytometry		EXP3727		FCM	16	990
ES84415	Flow_Cytometry		EXP3727		FCM	16	990
ES84416	Flow_Cytometry		EXP3727		FCM	16	990
ES84418	Flow_Cytometry		EXP3727		FCM	16	990
ES84419	Flow_Cytometry		EXP3727		FCM	16	990
ES84433	Flow_Cytometry		EXP3727		FCM	16	990
ES84440	Flow_Cytometry		EXP3727		FCM	16	990
ES84444	Flow_Cytometry		EXP3727		FCM	16	990
ES84451	Flow_Cytometry		EXP3727		FCM	16	990
ES84452	Flow_Cytometry		EXP3727		FCM	16	990
ES84461	Flow_Cytometry		EXP3727		FCM	16	990
ES84472	Flow_Cytometry		EXP3727		FCM	16	990
ES84480	Flow_Cytometry		EXP3727		FCM	16	990
ES84490	Flow_Cytometry		EXP3727		FCM	16	990
ES84496	Flow_Cytometry		EXP3727		FCM	16	990
ES84502	Flow_Cytometry		EXP3727		FCM	16	990
ES84509	Flow_Cytometry		EXP3727		FCM	5	990
ES84510	Flow_Cytometry		EXP3727		FCM	16	990
ES84516	Flow_Cytometry		EXP3727		FCM	16	990
ES84525	Flow_Cytometry		EXP3727		FCM	16	990
ES84536	Flow_Cytometry		EXP3727		FCM	5	990
ES84540	Flow_Cytometry		EXP3727		FCM	16	990
ES84541	Flow_Cytometry		EXP3727		FCM	16	990
ES84544	Flow_Cytometry		EXP3727		FCM	16	990
ES84556	Flow_Cytometry		EXP3727		FCM	16	990
ES84559	Flow_Cytometry		EXP3727		FCM	16	990
ES84560	Flow_Cytometry		EXP3727		FCM	16	990
ES84572	Flow_Cytometry		EXP3727		FCM	5	990
ES84573	Flow_Cytometry		EXP3727		FCM	16	990
ES84581	Flow_Cytometry		EXP3727		FCM	5	990
ES84589	Flow_Cytometry		EXP3727		FCM	16	990
ES84591	Flow_Cytometry		EXP3727		FCM	16	990
ES84597	Flow_Cytometry		EXP3727		FCM	16	990
ES84598	Flow_Cytometry		EXP3727		FCM	16	990
ES84611	Flow_Cytometry		EXP3727		FCM	16	990
ES84612	Flow_Cytometry		EXP3727		FCM	16	990
ES84617	Flow_Cytometry		EXP3727		FCM	5	990
ES84621	Flow_Cytometry		EXP3727		FCM	16	990
ES84628	Flow_Cytometry		EXP3727		FCM	16	990
ES84636	Flow_Cytometry		EXP3727		FCM	16	990
ES84641	Flow_Cytometry		EXP3727		FCM	16	990
ES84646	Flow_Cytometry		EXP3727		FCM	16	990
ES84647	Flow_Cytometry		EXP3727		FCM	16	990
ES84648	Flow_Cytometry		EXP3727		FCM	16	990
ES84661	Flow_Cytometry		EXP3727		FCM	5	990
ES84683	Flow_Cytometry		EXP3727		FCM	16	990
ES84684	Flow_Cytometry		EXP3727		FCM	16	990
ES84688	Flow_Cytometry		EXP3727		FCM	5	990
ES84692	Flow_Cytometry		EXP3727		FCM	16	990
ES84700	Flow_Cytometry		EXP3727		FCM	16	990
ES84710	Flow_Cytometry		EXP3727		FCM	16	990
ES84711	Flow_Cytometry		EXP3727		FCM	16	990
ES84713	Flow_Cytometry		EXP3727		FCM	16	990
ES84723	Flow_Cytometry		EXP3727		FCM	16	990
ES84734	Flow_Cytometry		EXP3727		FCM	16	990
ES84739	Flow_Cytometry		EXP3727		FCM	5	990
ES84740	Flow_Cytometry		EXP3727		FCM	16	990
ES84745	Flow_Cytometry		EXP3727		FCM	16	990
ES84749	Flow_Cytometry		EXP3727		FCM	16	990
ES84763	Flow_Cytometry		EXP3727		FCM	16	990
ES84764	Flow_Cytometry		EXP3727		FCM	16	990
ES84766	Flow_Cytometry		EXP3727		FCM	5	990
ES84779	Flow_Cytometry		EXP3727		FCM	16	990
ES84781	Flow_Cytometry		EXP3727		FCM	16	990
ES84797	Flow_Cytometry		EXP3727		FCM	16	990
ES84812	Flow_Cytometry		EXP3727		FCM	16	990
ES84816	Flow_Cytometry		EXP3727		FCM	16	990
ES84836	Flow_Cytometry		EXP3727		FCM	16	990
ES84889	Flow_Cytometry		EXP3727		FCM	16	990
ES84917	Flow_Cytometry		EXP3727		FCM	5	990
ES84923	Flow_Cytometry		EXP3727		FCM	16	990
ES84942	Flow_Cytometry		EXP3727		FCM	16	990
ES84955	Flow_Cytometry		EXP3727		FCM	16	990
ES84956	Flow_Cytometry		EXP3727		FCM	16	990
ES84958	Flow_Cytometry		EXP3727		FCM	16	990
ES84960	Flow_Cytometry		EXP3727		FCM	16	990
ES84963	Flow_Cytometry		EXP3727		FCM	16	990
ES84966	Flow_Cytometry		EXP3727		FCM	16	990
ES84968	Flow_Cytometry		EXP3727		FCM	16	990
ES84996	Flow_Cytometry		EXP3727		FCM	16	990
ES84997	Flow_Cytometry		EXP3727		FCM	16	990
ES85006	Flow_Cytometry		EXP3727		FCM	16	990
ES85009	Flow_Cytometry		EXP3727		FCM	16	990
ES85015	Flow_Cytometry		EXP3727		FCM	5	990
ES85020	Flow_Cytometry		EXP3727		FCM	16	990
ES85021	Flow_Cytometry		EXP3727		FCM	16	990
ES85026	Flow_Cytometry		EXP3727		FCM	16	990
ES85045	Flow_Cytometry		EXP3727		FCM	16	990
ES85067	Flow_Cytometry		EXP3727		FCM	32	990
ES85068	Flow_Cytometry		EXP3727		FCM	16	990
ES85073	Flow_Cytometry		EXP3727		FCM	16	990
ES85077	Flow_Cytometry		EXP3727		FCM	16	990
ES85079	Flow_Cytometry		EXP3727		FCM	16	990
ES85091	Flow_Cytometry		EXP3727		FCM	16	990
ES85093	Flow_Cytometry		EXP3727		FCM	32	990
ES85112	Flow_Cytometry		EXP3727		FCM	32	990
ES85117	Flow_Cytometry		EXP3727		FCM	16	990
ES85118	Flow_Cytometry		EXP3727		FCM	16	990
ES85119	Flow_Cytometry		EXP3727		FCM	32	990
ES85121	Flow_Cytometry		EXP3727		FCM	32	990
ES85127	Flow_Cytometry		EXP3727		FCM	16	990
ES85130	Flow_Cytometry		EXP3727		FCM	32	990
ES85132	Flow_Cytometry		EXP3727		FCM	5	990
ES85137	Flow_Cytometry		EXP3727		FCM	32	990
ES85140	Flow_Cytometry		EXP3727		FCM	16	990
ES85142	Flow_Cytometry		EXP3727		FCM	16	990
ES85145	Flow_Cytometry		EXP3727		FCM	16	990
ES85158	Flow_Cytometry		EXP3727		FCM	5	990
ES85193	Flow_Cytometry		EXP3727		FCM	16	990
ES85194	Flow_Cytometry		EXP3727		FCM	5	990
ES85205	Flow_Cytometry		EXP3727		FCM	16	990
ES85225	Flow_Cytometry		EXP3727		FCM	16	990
ES85231	Flow_Cytometry		EXP3727		FCM	16	990
ES85236	Flow_Cytometry		EXP3727		FCM	32	990
ES85241	Flow_Cytometry		EXP3727		FCM	16	990
ES85253	Flow_Cytometry		EXP3727		FCM	32	990
ES85267	Flow_Cytometry		EXP3727		FCM	16	990
ES85285	Flow_Cytometry		EXP3727		FCM	16	990
