EXPSAMPLE_ACCESSION	DATA_FORMAT	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	RESULT_TOTAL_RECS	WORKSPACE_ID
ES89776	Flow_Cytometry		EXP3727		FCM	16	990
ES89787	Flow_Cytometry		EXP3727		FCM	16	990
ES89801	Flow_Cytometry		EXP3727		FCM	16	990
ES89811	Flow_Cytometry		EXP3727		FCM	16	990
ES89820	Flow_Cytometry		EXP3727		FCM	16	990
ES89825	Flow_Cytometry		EXP3727		FCM	16	990
ES89835	Flow_Cytometry		EXP3727		FCM	16	990
ES89863	Flow_Cytometry		EXP3727		FCM	16	990
ES89869	Flow_Cytometry		EXP3727		FCM	16	990
ES89871	Flow_Cytometry		EXP3727		FCM	16	990
ES89873	Flow_Cytometry		EXP3727		FCM	5	990
ES89877	Flow_Cytometry		EXP3727		FCM	16	990
ES89880	Flow_Cytometry		EXP3727		FCM	16	990
ES89887	Flow_Cytometry		EXP3727		FCM	16	990
ES89894	Flow_Cytometry		EXP3727		FCM	16	990
ES89895	Flow_Cytometry		EXP3727		FCM	16	990
ES89912	Flow_Cytometry		EXP3727		FCM	16	990
ES89941	Flow_Cytometry		EXP3727		FCM	16	990
ES89945	Flow_Cytometry		EXP3727		FCM	5	990
ES89970	Flow_Cytometry		EXP3727		FCM	16	990
ES89992	Flow_Cytometry		EXP3727		FCM	16	990
ES89993	Flow_Cytometry		EXP3727		FCM	16	990
ES89996	Flow_Cytometry		EXP3727		FCM	16	990
ES90007	Flow_Cytometry		EXP3727		FCM	16	990
ES90009	Flow_Cytometry		EXP3727		FCM	16	990
ES90016	Flow_Cytometry		EXP3727		FCM	16	990
ES90018	Flow_Cytometry		EXP3727		FCM	16	990
ES90036	Flow_Cytometry		EXP3727		FCM	16	990
ES90043	Flow_Cytometry		EXP3727		FCM	16	990
ES90047	Flow_Cytometry		EXP3727		FCM	16	990
ES90049	Flow_Cytometry		EXP3727		FCM	16	990
ES90055	Flow_Cytometry		EXP3727		FCM	16	990
ES90072	Flow_Cytometry		EXP3727		FCM	16	990
ES90074	Flow_Cytometry		EXP3727		FCM	16	990
ES90081	Flow_Cytometry		EXP3727		FCM	16	990
ES90093	Flow_Cytometry		EXP3727		FCM	16	990
ES90100	Flow_Cytometry		EXP3727		FCM	16	990
ES90101	Flow_Cytometry		EXP3727		FCM	16	990
ES90103	Flow_Cytometry		EXP3727		FCM	16	990
ES90105	Flow_Cytometry		EXP3727		FCM	16	990
ES90106	Flow_Cytometry		EXP3727		FCM	16	990
ES90107	Flow_Cytometry		EXP3727		FCM	5	990
ES90115	Flow_Cytometry		EXP3727		FCM	16	990
ES90127	Flow_Cytometry		EXP3727		FCM	16	990
ES90134	Flow_Cytometry		EXP3727		FCM	5	990
ES90137	Flow_Cytometry		EXP3727		FCM	16	990
ES90157	Flow_Cytometry		EXP3727		FCM	16	990
ES90160	Flow_Cytometry		EXP3727		FCM	16	990
ES90165	Flow_Cytometry		EXP3727		FCM	16	990
ES90171	Flow_Cytometry		EXP3727		FCM	16	990
ES90178	Flow_Cytometry		EXP3727		FCM	16	990
ES90181	Flow_Cytometry		EXP3727		FCM	16	990
ES90190	Flow_Cytometry		EXP3727		FCM	16	990
ES90194	Flow_Cytometry		EXP3727		FCM	16	990
ES90202	Flow_Cytometry		EXP3727		FCM	16	990
ES90204	Flow_Cytometry		EXP3727		FCM	16	990
ES90216	Flow_Cytometry		EXP3727		FCM	16	990
ES90222	Flow_Cytometry		EXP3727		FCM	16	990
ES92769	Flow_Cytometry		EXP3727		FCM	16	990
ES92773	Flow_Cytometry		EXP3727		FCM	16	990
ES92780	Flow_Cytometry		EXP3727		FCM	32	990
ES92791	Flow_Cytometry		EXP3727		FCM	16	990
ES92800	Flow_Cytometry		EXP3727		FCM	16	990
ES92806	Flow_Cytometry		EXP3727		FCM	16	990
ES92809	Flow_Cytometry		EXP3727		FCM	5	990
ES92815	Flow_Cytometry		EXP3727		FCM	32	990
ES92816	Flow_Cytometry		EXP3727		FCM	32	990
ES92817	Flow_Cytometry		EXP3727		FCM	32	990
ES92825	Flow_Cytometry		EXP3727		FCM	16	990
ES92832	Flow_Cytometry		EXP3727		FCM	16	990
ES92854	Flow_Cytometry		EXP3727		FCM	16	990
ES92871	Flow_Cytometry		EXP3727		FCM	32	990
ES92887	Flow_Cytometry		EXP3727		FCM	16	990
ES92893	Flow_Cytometry		EXP3727		FCM	5	990
ES92911	Flow_Cytometry		EXP3727		FCM	5	990
ES92913	Flow_Cytometry		EXP3727		FCM	16	990
ES92914	Flow_Cytometry		EXP3727		FCM	16	990
ES92936	Flow_Cytometry		EXP3727		FCM	16	990
ES92937	Flow_Cytometry		EXP3727		FCM	16	990
ES92943	Flow_Cytometry		EXP3727		FCM	32	990
ES92944	Flow_Cytometry		EXP3727		FCM	16	990
ES92947	Flow_Cytometry		EXP3727		FCM	5	990
ES92956	Flow_Cytometry		EXP3727		FCM	5	990
ES92967	Flow_Cytometry		EXP3727		FCM	16	990
ES92968	Flow_Cytometry		EXP3727		FCM	32	990
ES92973	Flow_Cytometry		EXP3727		FCM	16	990
ES92975	Flow_Cytometry		EXP3727		FCM	16	990
ES92985	Flow_Cytometry		EXP3727		FCM	16	990
ES92986	Flow_Cytometry		EXP3727		FCM	16	990
ES93006	Flow_Cytometry		EXP3727		FCM	32	990
ES93019	Flow_Cytometry		EXP3727		FCM	5	990
ES93024	Flow_Cytometry		EXP3727		FCM	32	990
ES93035	Flow_Cytometry		EXP3727		FCM	16	990
ES93037	Flow_Cytometry		EXP3727		FCM	5	990
ES93051	Flow_Cytometry		EXP3727		FCM	32	990
ES93062	Flow_Cytometry		EXP3727		FCM	16	990
ES93073	Flow_Cytometry		EXP3727		FCM	5	990
ES93074	Flow_Cytometry		EXP3727		FCM	16	990
ES93083	Flow_Cytometry		EXP3727		FCM	16	990
ES93098	Flow_Cytometry		EXP3727		FCM	16	990
ES93114	Flow_Cytometry		EXP3727		FCM	32	990
ES93117	Flow_Cytometry		EXP3727		FCM	16	990
ES93130	Flow_Cytometry		EXP3727		FCM	32	990
ES93135	Flow_Cytometry		EXP3727		FCM	16	990
ES93147	Flow_Cytometry		EXP3727		FCM	16	990
ES93159	Flow_Cytometry		EXP3727		FCM	32	990
ES93184	Flow_Cytometry		EXP3727		FCM	32	990
ES93193	Flow_Cytometry		EXP3727		FCM	32	990
ES93195	Flow_Cytometry		EXP3727		FCM	32	990
ES93207	Flow_Cytometry		EXP3727		FCM	16	990
ES93221	Flow_Cytometry		EXP3727		FCM	32	990
ES93227	Flow_Cytometry		EXP3727		FCM	16	990
ES93229	Flow_Cytometry		EXP3727		FCM	32	990
ES93231	Flow_Cytometry		EXP3727		FCM	32	990
ES93235	Flow_Cytometry		EXP3727		FCM	5	990
ES93247	Flow_Cytometry		EXP3727		FCM	32	990
ES93258	Flow_Cytometry		EXP3727		FCM	32	990
ES93259	Flow_Cytometry		EXP3727		FCM	16	990
ES93271	Flow_Cytometry		EXP3727		FCM	5	990
ES93273	Flow_Cytometry		EXP3727		FCM	16	990
ES93307	Flow_Cytometry		EXP3727		FCM	5	990
ES93308	Flow_Cytometry		EXP3727		FCM	16	990
ES93327	Flow_Cytometry		EXP3727		FCM	16	990
ES93330	Flow_Cytometry		EXP3727		FCM	16	990
ES93337	Flow_Cytometry		EXP3727		FCM	16	990
ES93339	Flow_Cytometry		EXP3727		FCM	16	990
ES93354	Flow_Cytometry		EXP3727		FCM	16	990
ES93374	Flow_Cytometry		EXP3727		FCM	16	990
ES93375	Flow_Cytometry		EXP3727		FCM	16	990
ES93378	Flow_Cytometry		EXP3727		FCM	16	990
ES93379	Flow_Cytometry		EXP3727		FCM	5	990
ES93384	Flow_Cytometry		EXP3727		FCM	16	990
ES93389	Flow_Cytometry		EXP3727		FCM	16	990
ES93398	Flow_Cytometry		EXP3727		FCM	16	990
ES93415	Flow_Cytometry		EXP3727		FCM	5	990
ES93418	Flow_Cytometry		EXP3727		FCM	16	990
ES93419	Flow_Cytometry		EXP3727		FCM	16	990
ES93424	Flow_Cytometry		EXP3727		FCM	5	990
ES93429	Flow_Cytometry		EXP3727		FCM	16	990
ES93436	Flow_Cytometry		EXP3727		FCM	16	990
ES93446	Flow_Cytometry		EXP3727		FCM	16	990
ES93449	Flow_Cytometry		EXP3727		FCM	16	990
ES93458	Flow_Cytometry		EXP3727		FCM	16	990
ES93476	Flow_Cytometry		EXP3727		FCM	16	990
ES93484	Flow_Cytometry		EXP3727		FCM	5	990
ES93485	Flow_Cytometry		EXP3727		FCM	16	990
ES93491	Flow_Cytometry		EXP3727		FCM	16	990
ES93495	Flow_Cytometry		EXP3727		FCM	16	990
ES93504	Flow_Cytometry		EXP3727		FCM	16	990
ES93505	Flow_Cytometry		EXP3727		FCM	16	990
ES93519	Flow_Cytometry		EXP3727		FCM	16	990
ES93545	Flow_Cytometry		EXP3727		FCM	16	990
ES93551	Flow_Cytometry		EXP3727		FCM	16	990
ES93553	Flow_Cytometry		EXP3727		FCM	16	990
ES93554	Flow_Cytometry		EXP3727		FCM	16	990
ES93569	Flow_Cytometry		EXP3727		FCM	16	990
ES93581	Flow_Cytometry		EXP3727		FCM	16	990
ES93584	Flow_Cytometry		EXP3727		FCM	16	990
ES93591	Flow_Cytometry		EXP3727		FCM	16	990
ES93599	Flow_Cytometry		EXP3727		FCM	16	990
ES93601	Flow_Cytometry		EXP3727		FCM	5	990
ES93602	Flow_Cytometry		EXP3727		FCM	16	990
ES93606	Flow_Cytometry		EXP3727		FCM	16	990
ES93610	Flow_Cytometry		EXP3727		FCM	5	990
ES93614	Flow_Cytometry		EXP3727		FCM	16	990
ES93620	Flow_Cytometry		EXP3727		FCM	16	990
ES93627	Flow_Cytometry		EXP3727		FCM	16	990
ES93632	Flow_Cytometry		EXP3727		FCM	16	990
ES93634	Flow_Cytometry		EXP3727		FCM	16	990
ES93646	Flow_Cytometry		EXP3727		FCM	5	990
ES93651	Flow_Cytometry		EXP3727		FCM	16	990
ES93654	Flow_Cytometry		EXP3727		FCM	16	990
ES93659	Flow_Cytometry		EXP3727		FCM	16	990
ES93673	Flow_Cytometry		EXP3727		FCM	5	990
ES93677	Flow_Cytometry		EXP3727		FCM	16	990
ES93689	Flow_Cytometry		EXP3727		FCM	16	990
ES93695	Flow_Cytometry		EXP3727		FCM	16	990
ES93716	Flow_Cytometry		EXP3727		FCM	16	990
ES93721	Flow_Cytometry		EXP3727		FCM	16	990
ES93725	Flow_Cytometry		EXP3727		FCM	16	990
ES93727	Flow_Cytometry		EXP3727		FCM	5	990
ES93729	Flow_Cytometry		EXP3727		FCM	16	990
ES93730	Flow_Cytometry		EXP3727		FCM	16	990
ES93771	Flow_Cytometry		EXP3727		FCM	5	990
ES93781	Flow_Cytometry		EXP3727		FCM	16	990
ES93787	Flow_Cytometry		EXP3727		FCM	16	990
ES93792	Flow_Cytometry		EXP3727		FCM	16	990
ES93793	Flow_Cytometry		EXP3727		FCM	16	990
ES93801	Flow_Cytometry		EXP3727		FCM	16	990
ES93827	Flow_Cytometry		EXP3727		FCM	16	990
ES93850	Flow_Cytometry		EXP3727		FCM	16	990
ES93854	Flow_Cytometry		EXP3727		FCM	16	990
ES93865	Flow_Cytometry		EXP3727		FCM	16	990
ES93869	Flow_Cytometry		EXP3727		FCM	5	990
ES93871	Flow_Cytometry		EXP3727		FCM	16	990
ES93876	Flow_Cytometry		EXP3727		FCM	16	990
ES93880	Flow_Cytometry		EXP3727		FCM	16	990
ES93885	Flow_Cytometry		EXP3727		FCM	16	990
ES93900	Flow_Cytometry		EXP3727		FCM	16	990
ES93903	Flow_Cytometry		EXP3727		FCM	16	990
ES93905	Flow_Cytometry		EXP3727		FCM	5	990
ES93907	Flow_Cytometry		EXP3727		FCM	16	990
ES93935	Flow_Cytometry		EXP3727		FCM	16	990
ES93939	Flow_Cytometry		EXP3727		FCM	5	990
ES93969	Flow_Cytometry		EXP3727		FCM	16	990
ES93990	Flow_Cytometry		EXP3727		FCM	16	990
ES94015	Flow_Cytometry		EXP3727		FCM	16	990
ES94019	Flow_Cytometry		EXP3727		FCM	16	990
ES94037	Flow_Cytometry		EXP3727		FCM	16	990
ES94044	Flow_Cytometry		EXP3727		FCM	16	990
ES94048	Flow_Cytometry		EXP3727		FCM	32	990
ES94049	Flow_Cytometry		EXP3727		FCM	32	990
ES94061	Flow_Cytometry		EXP3727		FCM	16	990
ES94069	Flow_Cytometry		EXP3727		FCM	16	990
ES94075	Flow_Cytometry		EXP3727		FCM	32	990
ES94076	Flow_Cytometry		EXP3727		FCM	32	990
ES94077	Flow_Cytometry		EXP3727		FCM	32	990
ES94093	Flow_Cytometry		EXP3727		FCM	32	990
ES94106	Flow_Cytometry		EXP3727		FCM	16	990
ES94107	Flow_Cytometry		EXP3727		FCM	16	990
ES94115	Flow_Cytometry		EXP3727		FCM	16	990
ES94134	Flow_Cytometry		EXP3727		FCM	16	990
ES94137	Flow_Cytometry		EXP3727		FCM	16	990
ES94140	Flow_Cytometry		EXP3727		FCM	32	990
ES94143	Flow_Cytometry		EXP3727		FCM	16	990
ES94147	Flow_Cytometry		EXP3727		FCM	32	990
ES94175	Flow_Cytometry		EXP3727		FCM	32	990
ES94198	Flow_Cytometry		EXP3727		FCM	5	990
ES94205	Flow_Cytometry		EXP3727		FCM	16	990
ES94207	Flow_Cytometry		EXP3727		FCM	5	990
ES94215	Flow_Cytometry		EXP3727		FCM	5	990
ES94216	Flow_Cytometry		EXP3727		FCM	16	990
ES94230	Flow_Cytometry		EXP3727		FCM	16	990
ES94242	Flow_Cytometry		EXP3727		FCM	5	990
ES94262	Flow_Cytometry		EXP3727		FCM	16	990
ES94282	Flow_Cytometry		EXP3727		FCM	32	990
ES94303	Flow_Cytometry		EXP3727		FCM	16	990
ES94315	Flow_Cytometry		EXP3727		FCM	16	990
ES94325	Flow_Cytometry		EXP3727		FCM	16	990
ES94332	Flow_Cytometry		EXP3727		FCM	5	990
ES94345	Flow_Cytometry		EXP3727		FCM	32	990
ES94348	Flow_Cytometry		EXP3727		FCM	16	990
ES94349	Flow_Cytometry		EXP3727		FCM	16	990
ES94350	Flow_Cytometry		EXP3727		FCM	5	990
ES94356	Flow_Cytometry		EXP3727		FCM	16	990
ES94363	Flow_Cytometry		EXP3727		FCM	16	990
ES94368	Flow_Cytometry		EXP3727		FCM	16	990
ES94382	Flow_Cytometry		EXP3727		FCM	16	990
ES94384	Flow_Cytometry		EXP3727		FCM	16	990
ES94388	Flow_Cytometry		EXP3727		FCM	32	990
ES94389	Flow_Cytometry		EXP3727		FCM	32	990
ES94391	Flow_Cytometry		EXP3727		FCM	16	990
ES94392	Flow_Cytometry		EXP3727		FCM	16	990
ES94399	Flow_Cytometry		EXP3727		FCM	16	990
ES94401	Flow_Cytometry		EXP3727		FCM	16	990
ES94404	Flow_Cytometry		EXP3727		FCM	16	990
ES94406	Flow_Cytometry		EXP3727		FCM	32	990
ES94407	Flow_Cytometry		EXP3727		FCM	32	990
ES94415	Flow_Cytometry		EXP3727		FCM	32	990
ES94416	Flow_Cytometry		EXP3727		FCM	32	990
ES94417	Flow_Cytometry		EXP3727		FCM	16	990
ES94423	Flow_Cytometry		EXP3727		FCM	32	990
ES94433	Flow_Cytometry		EXP3727		FCM	32	990
ES94440	Flow_Cytometry		EXP3727		FCM	16	990
ES94443	Flow_Cytometry		EXP3727		FCM	32	990
ES94453	Flow_Cytometry		EXP3727		FCM	16	990
ES94455	Flow_Cytometry		EXP3727		FCM	16	990
ES94461	Flow_Cytometry		EXP3727		FCM	32	990
ES94464	Flow_Cytometry		EXP3727		FCM	16	990
ES94469	Flow_Cytometry		EXP3727		FCM	32	990
ES94474	Flow_Cytometry		EXP3727		FCM	5	990
ES94479	Flow_Cytometry		EXP3727		FCM	32	990
ES94485	Flow_Cytometry		EXP3727		FCM	32	990
ES94505	Flow_Cytometry		EXP3727		FCM	32	990
ES94520	Flow_Cytometry		EXP3727		FCM	16	990
ES94533	Flow_Cytometry		EXP3727		FCM	16	990
ES94541	Flow_Cytometry		EXP3727		FCM	16	990
ES94547	Flow_Cytometry		EXP3727		FCM	16	990
ES94560	Flow_Cytometry		EXP3727		FCM	16	990
ES94562	Flow_Cytometry		EXP3727		FCM	16	990
ES94566	Flow_Cytometry		EXP3727		FCM	16	990
ES94569	Flow_Cytometry		EXP3727		FCM	16	990
ES94576	Flow_Cytometry		EXP3727		FCM	16	990
ES94579	Flow_Cytometry		EXP3727		FCM	16	990
ES94590	Flow_Cytometry		EXP3727		FCM	5	990
ES94592	Flow_Cytometry		EXP3727		FCM	16	990
ES94605	Flow_Cytometry		EXP3727		FCM	16	990
ES94609	Flow_Cytometry		EXP3727		FCM	16	990
ES94611	Flow_Cytometry		EXP3727		FCM	16	990
ES94616	Flow_Cytometry		EXP3727		FCM	16	990
ES94631	Flow_Cytometry		EXP3727		FCM	16	990
ES94638	Flow_Cytometry		EXP3727		FCM	16	990
ES94639	Flow_Cytometry		EXP3727		FCM	16	990
ES94643	Flow_Cytometry		EXP3727		FCM	16	990
ES94667	Flow_Cytometry		EXP3727		FCM	16	990
ES94670	Flow_Cytometry		EXP3727		FCM	16	990
ES94675	Flow_Cytometry		EXP3727		FCM	16	990
ES94687	Flow_Cytometry		EXP3727		FCM	16	990
ES94692	Flow_Cytometry		EXP3727		FCM	16	990
ES94697	Flow_Cytometry		EXP3727		FCM	16	990
ES94699	Flow_Cytometry		EXP3727		FCM	16	990
ES94710	Flow_Cytometry		EXP3727		FCM	16	990
ES94719	Flow_Cytometry		EXP3727		FCM	16	990
ES94746	Flow_Cytometry		EXP3727		FCM	16	990
ES94748	Flow_Cytometry		EXP3727		FCM	16	990
ES94766	Flow_Cytometry		EXP3727		FCM	16	990
ES94768	Flow_Cytometry		EXP3727		FCM	16	990
ES94775	Flow_Cytometry		EXP3727		FCM	16	990
ES94802	Flow_Cytometry		EXP3727		FCM	16	990
ES94803	Flow_Cytometry		EXP3727		FCM	16	990
ES94809	Flow_Cytometry		EXP3727		FCM	16	990
ES94814	Flow_Cytometry		EXP3727		FCM	5	990
ES94821	Flow_Cytometry		EXP3727		FCM	16	990
ES94825	Flow_Cytometry		EXP3727		FCM	16	990
ES94841	Flow_Cytometry		EXP3727		FCM	5	990
ES94842	Flow_Cytometry		EXP3727		FCM	16	990
ES94858	Flow_Cytometry		EXP3727		FCM	16	990
ES94871	Flow_Cytometry		EXP3727		FCM	16	990
ES94872	Flow_Cytometry		EXP3727		FCM	16	990
ES94878	Flow_Cytometry		EXP3727		FCM	16	990
ES94879	Flow_Cytometry		EXP3727		FCM	16	990
ES94895	Flow_Cytometry		EXP3727		FCM	5	990
ES94908	Flow_Cytometry		EXP3727		FCM	16	990
ES94920	Flow_Cytometry		EXP3727		FCM	16	990
ES94930	Flow_Cytometry		EXP3727		FCM	16	990
ES94933	Flow_Cytometry		EXP3727		FCM	16	990
ES94934	Flow_Cytometry		EXP3727		FCM	16	990
ES94938	Flow_Cytometry		EXP3727		FCM	16	990
ES94943	Flow_Cytometry		EXP3727		FCM	16	990
ES94954	Flow_Cytometry		EXP3727		FCM	16	990
ES94955	Flow_Cytometry		EXP3727		FCM	16	990
ES94956	Flow_Cytometry		EXP3727		FCM	16	990
ES94963	Flow_Cytometry		EXP3727		FCM	16	990
ES94965	Flow_Cytometry		EXP3727		FCM	16	990
ES94971	Flow_Cytometry		EXP3727		FCM	16	990
ES94972	Flow_Cytometry		EXP3727		FCM	16	990
ES94977	Flow_Cytometry		EXP3727		FCM	16	990
ES94984	Flow_Cytometry		EXP3727		FCM	16	990
ES94990	Flow_Cytometry		EXP3727		FCM	16	990
ES94993	Flow_Cytometry		EXP3727		FCM	16	990
ES94996	Flow_Cytometry		EXP3727		FCM	16	990
ES95003	Flow_Cytometry		EXP3727		FCM	5	990
ES95025	Flow_Cytometry		EXP3727		FCM	16	990
ES95036	Flow_Cytometry		EXP3727		FCM	16	990
ES95053	Flow_Cytometry		EXP3727		FCM	16	990
ES95058	Flow_Cytometry		EXP3727		FCM	16	990
ES95063	Flow_Cytometry		EXP3727		FCM	16	990
ES95083	Flow_Cytometry		EXP3727		FCM	16	990
ES95090	Flow_Cytometry		EXP3727		FCM	16	990
ES95105	Flow_Cytometry		EXP3727		FCM	16	990
ES95107	Flow_Cytometry		EXP3727		FCM	16	990
ES95127	Flow_Cytometry		EXP3727		FCM	16	990
ES95129	Flow_Cytometry		EXP3727		FCM	5	990
ES95146	Flow_Cytometry		EXP3727		FCM	16	990
ES95149	Flow_Cytometry		EXP3727		FCM	16	990
ES95151	Flow_Cytometry		EXP3727		FCM	16	990
ES95161	Flow_Cytometry		EXP3727		FCM	16	990
ES95162	Flow_Cytometry		EXP3727		FCM	16	990
ES95165	Flow_Cytometry		EXP3727		FCM	5	990
ES95170	Flow_Cytometry		EXP3727		FCM	16	990
ES95171	Flow_Cytometry		EXP3727		FCM	16	990
ES95189	Flow_Cytometry		EXP3727		FCM	16	990
ES95194	Flow_Cytometry		EXP3727		FCM	16	990
ES95200	Flow_Cytometry		EXP3727		FCM	16	990
ES95205	Flow_Cytometry		EXP3727		FCM	16	990
ES95212	Flow_Cytometry		EXP3727		FCM	16	990
ES95230	Flow_Cytometry		EXP3727		FCM	16	990
ES95233	Flow_Cytometry		EXP3727		FCM	16	990
ES96510	ELISA		EXP3728		ELISA	1	990
ES96514	ELISA		EXP3728		ELISA	1	990
ES96518	ELISA		EXP3728		ELISA	1	990
ES96519	ELISA		EXP3728		ELISA	1	990
ES96520	ELISA		EXP3728		ELISA	1	990
ES96521	ELISA		EXP3728		ELISA	1	990
ES96525	ELISA		EXP3728		ELISA	1	990
ES96528	ELISA		EXP3728		ELISA	1	990
ES96535	ELISA		EXP3728		ELISA	1	990
ES96556	ELISA		EXP3728		ELISA	1	990
ES96558	ELISA		EXP3728		ELISA	1	990
ES96561	ELISA		EXP3728		ELISA	1	990
ES96568	ELISA		EXP3728		ELISA	1	990
ES96578	ELISA		EXP3728		ELISA	1	990
ES96584	ELISA		EXP3728		ELISA	1	990
ES96594	ELISA		EXP3728		ELISA	1	990
ES96597	ELISA		EXP3728		ELISA	1	990
ES96602	ELISA		EXP3728		ELISA	1	990
ES96606	ELISA		EXP3728		ELISA	1	990
ES96611	ELISA		EXP3728		ELISA	1	990
ES96625	ELISA		EXP3728		ELISA	1	990
ES96630	ELISA		EXP3728		ELISA	1	990
ES96639	ELISA		EXP3728		ELISA	1	990
ES96648	ELISA		EXP3728		ELISA	1	990
ES96649	ELISA		EXP3728		ELISA	1	990
ES96676	ELISA		EXP3728		ELISA	1	990
ES96684	ELISA		EXP3728		ELISA	1	990
ES96693	ELISA		EXP3728		ELISA	1	990
ES96699	ELISA		EXP3728		ELISA	1	990
ES96700	ELISA		EXP3728		ELISA	1	990
ES96703	ELISA		EXP3728		ELISA	1	990
ES96710	ELISA		EXP3728		ELISA	1	990
ES96723	ELISA		EXP3728		ELISA	1	990
ES96731	ELISA		EXP3728		ELISA	1	990
ES96742	ELISA		EXP3728		ELISA	1	990
ES96756	ELISA		EXP3728		ELISA	1	990
ES96783	ELISA		EXP3728		ELISA	1	990
ES96804	ELISA		EXP3728		ELISA	1	990
ES96821	ELISA		EXP3728		ELISA	1	990
ES96823	ELISA		EXP3728		ELISA	1	990
ES96831	ELISA		EXP3728		ELISA	1	990
ES96847	ELISA		EXP3728		ELISA	1	990
ES96848	ELISA		EXP3728		ELISA	1	990
ES96855	ELISA		EXP3728		ELISA	1	990
ES96881	ELISA		EXP3728		ELISA	1	990
ES96888	ELISA		EXP3728		ELISA	1	990
ES96895	ELISA		EXP3728		ELISA	1	990
ES96905	ELISA		EXP3728		ELISA	1	990
ES96906	ELISA		EXP3728		ELISA	1	990
ES96908	ELISA		EXP3728		ELISA	1	990
ES96915	ELISA		EXP3728		ELISA	1	990
ES96918	ELISA		EXP3728		ELISA	1	990
ES96925	ELISA		EXP3728		ELISA	1	990
ES96935	ELISA		EXP3728		ELISA	1	990
ES96940	ELISA		EXP3728		ELISA	1	990
ES96941	ELISA		EXP3728		ELISA	1	990
ES96951	ELISA		EXP3728		ELISA	1	990
ES96970	ELISA		EXP3728		ELISA	1	990
ES96977	ELISA		EXP3728		ELISA	1	990
ES96989	ELISA		EXP3728		ELISA	1	990
ES97005	ELISA		EXP3728		ELISA	1	990
ES97008	ELISA		EXP3728		ELISA	1	990
ES97009	ELISA		EXP3728		ELISA	1	990
ES97011	ELISA		EXP3728		ELISA	1	990
ES97022	ELISA		EXP3728		ELISA	1	990
ES97037	ELISA		EXP3728		ELISA	1	990
ES97055	ELISA		EXP3728		ELISA	1	990
ES97060	ELISA		EXP3728		ELISA	1	990
ES97061	ELISA		EXP3728		ELISA	1	990
ES97072	ELISA		EXP3728		ELISA	1	990
ES97074	ELISA		EXP3728		ELISA	1	990
ES97088	ELISA		EXP3728		ELISA	1	990
ES97095	ELISA		EXP3728		ELISA	1	990
ES97099	ELISA		EXP3728		ELISA	1	990
ES97123	ELISA		EXP3728		ELISA	1	990
ES97130	ELISA		EXP3728		ELISA	1	990
ES97134	ELISA		EXP3728		ELISA	1	990
ES97138	ELISA		EXP3728		ELISA	1	990
ES97146	ELISA		EXP3728		ELISA	1	990
ES97150	ELISA		EXP3728		ELISA	1	990
ES97156	ELISA		EXP3728		ELISA	1	990
ES97163	ELISA		EXP3728		ELISA	1	990
ES97170	ELISA		EXP3728		ELISA	1	990
ES97174	ELISA		EXP3728		ELISA	1	990
ES97180	ELISA		EXP3728		ELISA	1	990
ES97188	ELISA		EXP3728		ELISA	1	990
ES97189	ELISA		EXP3728		ELISA	1	990
ES97192	ELISA		EXP3728		ELISA	1	990
ES97197	ELISA		EXP3728		ELISA	1	990
ES97200	ELISA		EXP3728		ELISA	1	990
ES97213	ELISA		EXP3728		ELISA	1	990
ES97224	ELISA		EXP3728		ELISA	1	990
ES97225	ELISA		EXP3728		ELISA	1	990
ES97230	ELISA		EXP3728		ELISA	1	990
ES97236	ELISA		EXP3728		ELISA	1	990
ES97238	ELISA		EXP3728		ELISA	1	990
ES97243	ELISA		EXP3728		ELISA	1	990
ES97249	ELISA		EXP3728		ELISA	1	990
ES97257	ELISA		EXP3728		ELISA	1	990
ES97258	ELISA		EXP3728		ELISA	1	990
ES97260	ELISA		EXP3728		ELISA	1	990
ES97261	ELISA		EXP3728		ELISA	1	990
ES97271	ELISA		EXP3728		ELISA	1	990
ES97303	ELISA		EXP3728		ELISA	1	990
ES97306	ELISA		EXP3728		ELISA	1	990
ES97308	ELISA		EXP3728		ELISA	1	990
ES97313	ELISA		EXP3728		ELISA	1	990
ES97324	ELISA		EXP3728		ELISA	1	990
ES97325	ELISA		EXP3728		ELISA	1	990
ES97330	ELISA		EXP3728		ELISA	1	990
ES97332	ELISA		EXP3728		ELISA	1	990
ES97336	ELISA		EXP3728		ELISA	1	990
ES97340	ELISA		EXP3728		ELISA	1	990
ES97343	ELISA		EXP3728		ELISA	1	990
ES97349	ELISA		EXP3728		ELISA	1	990
ES97358	ELISA		EXP3728		ELISA	1	990
ES97362	ELISA		EXP3728		ELISA	1	990
ES97365	ELISA		EXP3728		ELISA	1	990
ES97392	ELISA		EXP3728		ELISA	1	990
ES97396	ELISA		EXP3728		ELISA	1	990
ES97406	ELISA		EXP3728		ELISA	1	990
ES97407	ELISA		EXP3728		ELISA	1	990
ES97420	ELISA		EXP3728		ELISA	1	990
ES97421	ELISA		EXP3728		ELISA	1	990
ES97432	ELISA		EXP3728		ELISA	1	990
ES97433	ELISA		EXP3728		ELISA	1	990
ES97449	ELISA		EXP3728		ELISA	1	990
ES97454	ELISA		EXP3728		ELISA	1	990
ES97455	ELISA		EXP3728		ELISA	1	990
