BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS257601	ES150304	EXP3727
BS257602	ES150307	EXP3727
BS257603	ES150321	EXP3727
BS257603	ES150319	EXP3727
BS257603	ES150314	EXP3727
BS257604	ES150325	EXP3727
BS257605	ES150333	EXP3727
BS257605	ES150329	EXP3727
BS257607	ES150345	EXP3727
BS257607	ES150344	EXP3727
BS257608	ES150358	EXP3727
BS257608	ES150351	EXP3727
BS257609	ES150362	EXP3727
BS257611	ES150372	EXP3727
BS257615	ES150392	EXP3727
BS119963	ES82271	EXP3727
BS119963	ES82269	EXP3727
BS119963	ES82266	EXP3727
BS119964	ES82281	EXP3727
BS119964	ES82280	EXP3727
BS119964	ES82279	EXP3727
BS119965	ES82290	EXP3727
BS119966	ES82295	EXP3727
BS119966	ES82293	EXP3727
BS119967	ES82308	EXP3727
BS119970	ES82336	EXP3727
BS119972	ES82351	EXP3727
BS119972	ES82350	EXP3727
BS119974	ES82366	EXP3727
BS119975	ES82374	EXP3727
BS119976	ES82384	EXP3727
BS119979	ES82413	EXP3727
BS119979	ES82411	EXP3727
BS119979	ES82410	EXP3727
BS119980	ES82420	EXP3727
BS119982	ES82441	EXP3727
BS119984	ES82463	EXP3727
BS119986	ES82480	EXP3727
BS119986	ES82475	EXP3727
BS119987	ES82483	EXP3727
BS119989	ES82505	EXP3727
BS119989	ES82499	EXP3727
BS119991	ES82523	EXP3727
BS119991	ES82519	EXP3727
BS119992	ES82533	EXP3727
BS119992	ES82532	EXP3727
BS119994	ES82547	EXP3727
BS119994	ES82545	EXP3727
BS119995	ES82561	EXP3727
BS119995	ES82557	EXP3727
BS119995	ES82554	EXP3727
BS119995	ES82553	EXP3727
BS119996	ES82578	EXP3727
BS119996	ES82573	EXP3727
BS119997	ES82586	EXP3727
BS119998	ES82592	EXP3727
BS119998	ES82589	EXP3727
BS119999	ES82605	EXP3727
BS119999	ES82601	EXP3727
BS120000	ES82613	EXP3727
BS120002	ES82631	EXP3727
BS120002	ES82630	EXP3727
BS120002	ES82625	EXP3727
BS120004	ES82644	EXP3727
BS120004	ES82643	EXP3727
BS120007	ES82686	EXP3727
BS120007	ES82671	EXP3727
BS120009	ES82701	EXP3727
BS120012	ES82725	EXP3727
BS120013	ES82739	EXP3727
BS120014	ES82741	EXP3727
BS120015	ES82751	EXP3727
BS120017	ES82770	EXP3727
BS120018	ES82779	EXP3727
BS120018	ES82778	EXP3727
BS120019	ES82792	EXP3727
BS120022	ES82818	EXP3727
BS120022	ES82817	EXP3727
BS120022	ES82816	EXP3727
BS120024	ES82834	EXP3727
BS120024	ES82829	EXP3727
BS120025	ES82840	EXP3727
BS120026	ES82851	EXP3727
BS120026	ES82850	EXP3727
BS120027	ES82861	EXP3727
BS120027	ES82854	EXP3727
BS120028	ES82869	EXP3727
BS120028	ES82866	EXP3727
BS120028	ES82865	EXP3727
BS120029	ES82878	EXP3727
BS120029	ES82877	EXP3727
BS120031	ES82890	EXP3727
BS120033	ES82911	EXP3727
BS120033	ES82905	EXP3727
BS120035	ES82927	EXP3727
BS120036	ES82939	EXP3727
BS120036	ES82932	EXP3727
BS120037	ES82949	EXP3727
BS120038	ES82954	EXP3727
BS120039	ES82975	EXP3727
BS120039	ES82974	EXP3727
BS120040	ES82985	EXP3727
BS120040	ES82983	EXP3727
BS120040	ES82979	EXP3727
BS120040	ES82978	EXP3727
BS120041	ES82994	EXP3727
BS120042	ES82999	EXP3727
BS120044	ES83016	EXP3727
BS120045	ES83024	EXP3727
BS120047	ES83046	EXP3727
BS120048	ES83050	EXP3727
BS120048	ES83049	EXP3727
BS120050	ES83073	EXP3727
BS120053	ES83095	EXP3727
BS120054	ES83106	EXP3727
BS120055	ES83118	EXP3727
BS120055	ES83115	EXP3727
BS120056	ES83124	EXP3727
BS120057	ES83142	EXP3727
BS120057	ES83136	EXP3727
BS120057	ES83129	EXP3727
BS120058	ES83153	EXP3727
BS120059	ES83159	EXP3727
BS120061	ES83180	EXP3727
BS120062	ES83185	EXP3727
BS120062	ES83182	EXP3727
BS120063	ES83203	EXP3727
BS120063	ES83196	EXP3727
BS120065	ES83232	EXP3727
BS120066	ES83236	EXP3727
BS120067	ES83252	EXP3727
BS120067	ES83251	EXP3727
BS120067	ES83248	EXP3727
BS120068	ES83256	EXP3727
BS120068	ES83253	EXP3727
BS120069	ES83268	EXP3727
BS120069	ES83267	EXP3727
BS120069	ES83265	EXP3727
BS120069	ES83264	EXP3727
BS120070	ES83279	EXP3727
BS120070	ES83271	EXP3727
BS120071	ES83282	EXP3727
BS120072	ES83297	EXP3727
BS120073	ES83304	EXP3727
BS120073	ES83301	EXP3727
BS120074	ES83321	EXP3727
BS120075	ES83325	EXP3727
BS120076	ES83342	EXP3727
BS120076	ES83339	EXP3727
BS120077	ES83344	EXP3727
BS120078	ES83360	EXP3727
BS120078	ES83356	EXP3727
BS120079	ES83366	EXP3727
BS120079	ES83363	EXP3727
BS120080	ES83376	EXP3727
BS120082	ES83394	EXP3727
BS120082	ES83390	EXP3727
BS120083	ES83402	EXP3727
BS120084	ES83406	EXP3727
BS120085	ES83422	EXP3727
BS120085	ES83420	EXP3727
BS120087	ES83435	EXP3727
BS120087	ES83433	EXP3727
BS120087	ES83432	EXP3727
BS120089	ES83452	EXP3727
BS120089	ES83450	EXP3727
BS120089	ES83447	EXP3727
BS120090	ES83462	EXP3727
BS120090	ES83460	EXP3727
BS120091	ES83465	EXP3727
BS120092	ES83481	EXP3727
BS120092	ES83474	EXP3727
BS120093	ES83488	EXP3727
BS120093	ES83483	EXP3727
BS120094	ES83498	EXP3727
BS120095	ES83506	EXP3727
BS120095	ES83504	EXP3727
BS120096	ES83513	EXP3727
BS120096	ES83512	EXP3727
BS120097	ES83524	EXP3727
BS120097	ES83523	EXP3727
BS120098	ES83535	EXP3727
BS120098	ES83533	EXP3727
BS120098	ES83531	EXP3727
BS120098	ES83529	EXP3727
BS120100	ES83549	EXP3727
BS120101	ES83560	EXP3727
BS120101	ES83556	EXP3727
BS120102	ES83570	EXP3727
BS120102	ES83567	EXP3727
BS120103	ES83575	EXP3727
BS120105	ES83599	EXP3727
BS120106	ES83602	EXP3727
BS120106	ES83600	EXP3727
BS120108	ES83624	EXP3727
BS120109	ES83634	EXP3727
BS120109	ES83632	EXP3727
BS120110	ES83640	EXP3727
BS120110	ES83639	EXP3727
BS120110	ES83637	EXP3727
BS120111	ES83658	EXP3727
BS120112	ES83668	EXP3727
BS120114	ES83687	EXP3727
BS120114	ES83686	EXP3727
BS120115	ES83691	EXP3727
BS120116	ES83708	EXP3727
BS120118	ES83718	EXP3727
BS120119	ES83735	EXP3727
BS120119	ES83733	EXP3727
BS120119	ES83732	EXP3727
BS120119	ES83729	EXP3727
BS120120	ES83736	EXP3727
BS120121	ES83745	EXP3727
BS120122	ES83761	EXP3727
BS120122	ES83760	EXP3727
BS120124	ES83772	EXP3727
BS120125	ES83787	EXP3727
BS120127	ES83804	EXP3727
BS120128	ES83815	EXP3727
BS120128	ES83812	EXP3727
BS120130	ES83825	EXP3727
BS120131	ES83840	EXP3727
BS120133	ES83857	EXP3727
BS120133	ES83855	EXP3727
BS120133	ES83853	EXP3727
BS120135	ES83873	EXP3727
BS120135	ES83871	EXP3727
BS120136	ES83885	EXP3727
BS120136	ES83880	EXP3727
BS120137	ES83895	EXP3727
BS120137	ES83894	EXP3727
BS120138	ES83901	EXP3727
BS120140	ES83917	EXP3727
BS120141	ES83930	EXP3727
BS120143	ES83941	EXP3727
BS120144	ES83954	EXP3727
BS120144	ES83953	EXP3727
BS120144	ES83952	EXP3727
BS120144	ES83950	EXP3727
BS120149	ES84003	EXP3727
BS120149	ES83999	EXP3727
BS120150	ES84009	EXP3727
BS120151	ES84014	EXP3727
BS120152	ES84030	EXP3727
BS120152	ES84029	EXP3727
BS120153	ES84035	EXP3727
BS120153	ES84033	EXP3727
BS120158	ES84083	EXP3727
BS120158	ES84077	EXP3727
BS120159	ES84090	EXP3727
BS120160	ES84100	EXP3727
BS120162	ES84112	EXP3727
BS120165	ES84141	EXP3727
BS120165	ES84140	EXP3727
BS120165	ES84138	EXP3727
BS120168	ES84168	EXP3727
BS120169	ES84177	EXP3727
BS120171	ES84194	EXP3727
BS120171	ES84193	EXP3727
BS120172	ES84199	EXP3727
BS120173	ES84214	EXP3727
BS120173	ES84210	EXP3727
BS120175	ES84230	EXP3727
BS120178	ES84259	EXP3727
BS120179	ES84266	EXP3727
BS120179	ES84262	EXP3727
BS120181	ES84288	EXP3727
BS120181	ES84283	EXP3727
BS120182	ES84293	EXP3727
BS120183	ES84299	EXP3727
BS120184	ES84314	EXP3727
BS120184	ES84308	EXP3727
BS120184	ES84307	EXP3727
BS120185	ES84323	EXP3727
BS120185	ES84319	EXP3727
BS120185	ES84318	EXP3727
BS120186	ES84332	EXP3727
BS120187	ES84341	EXP3727
BS120187	ES84339	EXP3727
BS120187	ES84338	EXP3727
BS120189	ES84352	EXP3727
BS120190	ES84369	EXP3727
BS120190	ES84367	EXP3727
BS120193	ES84388	EXP3727
BS120194	ES84404	EXP3727
BS120194	ES84399	EXP3727
BS120194	ES84398	EXP3727
BS120194	ES84396	EXP3727
BS120195	ES84413	EXP3727
BS120195	ES84412	EXP3727
BS120196	ES84414	EXP3727
BS120197	ES84428	EXP3727
BS120198	ES84439	EXP3727
BS120199	ES84444	EXP3727
BS120199	ES84443	EXP3727
BS120200	ES84451	EXP3727
BS120201	ES84464	EXP3727
BS120201	ES84463	EXP3727
BS120201	ES84461	EXP3727
BS120202	ES84472	EXP3727
BS120202	ES84470	EXP3727
BS120202	ES84469	EXP3727
BS120205	ES84501	EXP3727
BS120207	ES84520	EXP3727
BS120207	ES84519	EXP3727
BS120207	ES84513	EXP3727
BS120208	ES84527	EXP3727
BS120210	ES84547	EXP3727
BS120212	ES84564	EXP3727
BS120213	ES84572	EXP3727
BS120213	ES84566	EXP3727
BS120214	ES84577	EXP3727
BS120216	ES84598	EXP3727
BS120220	ES84637	EXP3727
BS120221	ES84644	EXP3727
BS120223	ES84659	EXP3727
BS120223	ES84655	EXP3727
BS120225	ES84675	EXP3727
BS120226	ES84690	EXP3727
BS120226	ES84688	EXP3727
BS120227	ES84697	EXP3727
BS120228	ES84706	EXP3727
BS120228	ES84703	EXP3727
BS120229	ES84709	EXP3727
BS120231	ES84730	EXP3727
BS120232	ES84737	EXP3727
BS120232	ES84735	EXP3727
BS120233	ES84750	EXP3727
BS120233	ES84742	EXP3727
BS120234	ES84758	EXP3727
BS120234	ES84754	EXP3727
BS120235	ES84761	EXP3727
BS120236	ES84770	EXP3727
BS120237	ES84784	EXP3727
BS120237	ES84780	EXP3727
BS120238	ES84793	EXP3727
BS120238	ES84792	EXP3727
BS120238	ES84790	EXP3727
BS120239	ES84798	EXP3727
BS120241	ES84818	EXP3727
BS120242	ES84829	EXP3727
BS120242	ES84823	EXP3727
BS120243	ES84834	EXP3727
BS120244	ES84841	EXP3727
BS120245	ES84852	EXP3727
BS120249	ES84888	EXP3727
BS120249	ES84885	EXP3727
BS120251	ES84902	EXP3727
BS120252	ES84919	EXP3727
BS120253	ES84926	EXP3727
BS120253	ES84923	EXP3727
BS120253	ES84920	EXP3727
BS120255	ES84944	EXP3727
BS120256	ES84953	EXP3727
BS120256	ES84952	EXP3727
BS120257	ES84961	EXP3727
BS120257	ES84957	EXP3727
BS120260	ES84989	EXP3727
BS120261	ES84998	EXP3727
BS120261	ES84996	EXP3727
BS120261	ES84995	EXP3727
BS120262	ES85009	EXP3727
BS120264	ES85023	EXP3727
BS120264	ES85019	EXP3727
BS120266	ES85043	EXP3727
BS120268	ES85060	EXP3727
BS120269	ES85064	EXP3727
BS120270	ES85077	EXP3727
BS120270	ES85074	EXP3727
BS120271	ES85089	EXP3727
BS120273	ES85107	EXP3727
BS120273	ES85105	EXP3727
BS120273	ES85101	EXP3727
BS120274	ES85113	EXP3727
BS120277	ES85143	EXP3727
BS120277	ES85142	EXP3727
BS120277	ES85141	EXP3727
BS120278	ES85147	EXP3727
BS120279	ES85160	EXP3727
BS120280	ES85169	EXP3727
BS120280	ES85163	EXP3727
BS120281	ES85177	EXP3727
BS120282	ES85185	EXP3727
BS120282	ES85182	EXP3727
BS120282	ES85180	EXP3727
BS120284	ES85202	EXP3727
BS120285	ES85208	EXP3727
BS120287	ES85226	EXP3727
BS120288	ES85235	EXP3727
BS120289	ES85247	EXP3727
BS120290	ES85259	EXP3727
BS120290	ES85255	EXP3727
BS120290	ES85254	EXP3727
BS120290	ES85253	EXP3727
BS120292	ES85271	EXP3727
BS120293	ES85282	EXP3727
BS120295	ES85301	EXP3727
BS120295	ES85299	EXP3727
BS120296	ES85309	EXP3727
BS120298	ES85324	EXP3727
BS120302	ES85363	EXP3727
BS120302	ES85361	EXP3727
BS120303	ES85369	EXP3727
BS120304	ES85383	EXP3727
BS120305	ES85388	EXP3727
BS120306	ES85399	EXP3727
BS120307	ES85412	EXP3727
BS120307	ES85411	EXP3727
BS120307	ES85408	EXP3727
BS120307	ES85407	EXP3727
BS120307	ES85406	EXP3727
BS120309	ES85430	EXP3727
BS120309	ES85428	EXP3727
BS120310	ES85439	EXP3727
BS120310	ES85438	EXP3727
BS120310	ES85435	EXP3727
BS120310	ES85432	EXP3727
BS120312	ES85452	EXP3727
BS120313	ES85466	EXP3727
BS120313	ES85461	EXP3727
BS120319	ES85514	EXP3727
BS120320	ES85522	EXP3727
BS120322	ES85545	EXP3727
BS120322	ES85541	EXP3727
BS120323	ES85555	EXP3727
BS120323	ES85549	EXP3727
BS120324	ES85559	EXP3727
BS120326	ES85581	EXP3727
BS120328	ES85600	EXP3727
BS120328	ES85597	EXP3727
BS120328	ES85596	EXP3727
BS120329	ES85606	EXP3727
BS120329	ES85602	EXP3727
BS120333	ES85644	EXP3727
BS120333	ES85640	EXP3727
BS120333	ES85639	EXP3727
BS120334	ES85652	EXP3727
BS120334	ES85651	EXP3727
BS120335	ES85654	EXP3727
BS120337	ES85680	EXP3727
BS120337	ES85678	EXP3727
BS120338	ES85683	EXP3727
BS120338	ES85682	EXP3727
BS120340	ES85706	EXP3727
BS120342	ES85724	EXP3727
BS120342	ES85722	EXP3727
BS120343	ES85729	EXP3727
BS120343	ES85728	EXP3727
BS120343	ES85726	EXP3727
BS120344	ES85742	EXP3727
BS120344	ES85738	EXP3727
BS120345	ES85745	EXP3727
BS120345	ES85744	EXP3727
BS120346	ES85755	EXP3727
BS120347	ES85769	EXP3727
BS120347	ES85766	EXP3727
BS120348	ES85779	EXP3727
BS120348	ES85778	EXP3727
BS120349	ES85787	EXP3727
BS120350	ES85796	EXP3727
BS120351	ES85803	EXP3727
BS120352	ES85813	EXP3727
BS120352	ES85809	EXP3727
BS120353	ES85824	EXP3727
BS120354	ES85827	EXP3727
BS120356	ES85849	EXP3727
BS120356	ES85846	EXP3727
BS120357	ES85860	EXP3727
BS120360	ES85887	EXP3727
BS120360	ES85879	EXP3727
BS120364	ES85917	EXP3727
BS120364	ES85915	EXP3727
BS120369	ES85964	EXP3727
BS120371	ES85984	EXP3727
BS120371	ES85980	EXP3727
BS120372	ES85994	EXP3727
BS120372	ES85987	EXP3727
BS120373	ES85999	EXP3727
BS120373	ES85997	EXP3727
BS120376	ES86029	EXP3727
BS120376	ES86026	EXP3727
BS120376	ES86025	EXP3727
BS120379	ES86052	EXP3727
BS120379	ES86051	EXP3727
BS120380	ES86066	EXP3727
BS120380	ES86063	EXP3727
BS120382	ES86080	EXP3727
BS120382	ES86077	EXP3727
BS120383	ES86093	EXP3727
BS120383	ES86092	EXP3727
BS120383	ES86090	EXP3727
BS120384	ES86097	EXP3727
BS120385	ES86109	EXP3727
BS120386	ES86119	EXP3727
BS120387	ES86127	EXP3727
BS120388	ES86136	EXP3727
BS120388	ES86135	EXP3727
BS120390	ES86155	EXP3727
BS120390	ES86148	EXP3727
BS120391	ES86165	EXP3727
BS120392	ES86170	EXP3727
BS120393	ES86176	EXP3727
BS120394	ES86187	EXP3727
BS120395	ES86193	EXP3727
BS120395	ES86192	EXP3727
BS120396	ES86207	EXP3727
BS120396	ES86202	EXP3727
BS120397	ES86213	EXP3727
BS120397	ES86211	EXP3727
BS120400	ES86237	EXP3727
BS120401	ES86251	EXP3727
BS120404	ES86281	EXP3727
BS120404	ES86276	EXP3727
BS120406	ES86293	EXP3727
BS120407	ES86308	EXP3727
BS120408	ES86309	EXP3727
BS120409	ES86321	EXP3727
BS120409	ES86319	EXP3727
BS120410	ES86335	EXP3727
BS120411	ES86342	EXP3727
BS120411	ES86338	EXP3727
BS120412	ES86352	EXP3727
BS120412	ES86351	EXP3727
BS120412	ES86350	EXP3727
BS120412	ES86349	EXP3727
BS120412	ES86347	EXP3727
BS120413	ES86354	EXP3727
BS120416	ES86381	EXP3727
BS120417	ES86390	EXP3727
BS120418	ES86405	EXP3727
BS120418	ES86401	EXP3727
BS120420	ES86420	EXP3727
BS120422	ES86443	EXP3727
BS120422	ES86438	EXP3727
BS120422	ES86435	EXP3727
BS120423	ES86451	EXP3727
BS120423	ES86450	EXP3727
BS120425	ES86466	EXP3727
BS120426	ES86471	EXP3727
BS120428	ES86493	EXP3727
BS120428	ES86491	EXP3727
BS120429	ES86503	EXP3727
BS120430	ES86510	EXP3727
BS120431	ES86519	EXP3727
BS120431	ES86518	EXP3727
BS120432	ES86529	EXP3727
BS120432	ES86526	EXP3727
BS120433	ES86541	EXP3727
BS120436	ES86568	EXP3727
BS120436	ES86566	EXP3727
BS120437	ES86574	EXP3727
BS120438	ES86585	EXP3727
BS120438	ES86582	EXP3727
BS120440	ES86603	EXP3727
BS120441	ES86610	EXP3727
BS120441	ES86607	EXP3727
BS120442	ES86622	EXP3727
BS120443	ES86624	EXP3727
BS120444	ES86640	EXP3727
BS120445	ES86644	EXP3727
BS120445	ES86642	EXP3727
BS120446	ES86652	EXP3727
BS120447	ES86663	EXP3727
BS120448	ES86671	EXP3727
BS120448	ES86669	EXP3727
BS120449	ES86684	EXP3727
BS120449	ES86682	EXP3727
BS120449	ES86680	EXP3727
BS120449	ES86679	EXP3727
BS120451	ES86702	EXP3727
BS120452	ES86707	EXP3727
BS120453	ES86722	EXP3727
BS120453	ES86718	EXP3727
BS120454	ES86730	EXP3727
BS120454	ES86729	EXP3727
BS120454	ES86726	EXP3727
BS120457	ES86758	EXP3727
BS120457	ES86756	EXP3727
BS120459	ES86771	EXP3727
BS120459	ES86768	EXP3727
BS120460	ES86779	EXP3727
BS120462	ES86802	EXP3727
BS120462	ES86795	EXP3727
BS120463	ES86806	EXP3727
BS120464	ES86819	EXP3727
BS120470	ES86869	EXP3727
BS120471	ES86881	EXP3727
BS120471	ES86880	EXP3727
BS120473	ES86900	EXP3727
BS120474	ES86909	EXP3727
BS120474	ES86903	EXP3727
BS120476	ES86929	EXP3727
BS120476	ES86927	EXP3727
BS120476	ES86925	EXP3727
BS120476	ES86921	EXP3727
BS120478	ES86946	EXP3727
BS120478	ES86943	EXP3727
BS120478	ES86941	EXP3727
BS120480	ES86964	EXP3727
BS120482	ES86979	EXP3727
BS120482	ES86976	EXP3727
BS120482	ES86975	EXP3727
BS120483	ES86985	EXP3727
BS120483	ES86984	EXP3727
BS120484	ES87000	EXP3727
BS120485	ES87002	EXP3727
BS120486	ES87019	EXP3727
BS120487	ES87028	EXP3727
BS120487	ES87025	EXP3727
BS120488	ES87036	EXP3727
BS120488	ES87030	EXP3727
BS120489	ES87046	EXP3727
BS120489	ES87042	EXP3727
BS120489	ES87038	EXP3727
BS120490	ES87050	EXP3727
BS120492	ES87070	EXP3727
BS120493	ES87081	EXP3727
BS120493	ES87080	EXP3727
BS120494	ES87089	EXP3727
BS120494	ES87086	EXP3727
BS120495	ES87099	EXP3727
BS120497	ES87114	EXP3727
BS120498	ES87127	EXP3727
BS120498	ES87124	EXP3727
BS120499	ES87133	EXP3727
BS120499	ES87130	EXP3727
BS120501	ES87152	EXP3727
BS120501	ES87148	EXP3727
BS120502	ES87160	EXP3727
BS120502	ES87159	EXP3727
BS120503	ES87172	EXP3727
BS120503	ES87166	EXP3727
BS120504	ES87178	EXP3727
BS120504	ES87177	EXP3727
BS120505	ES87189	EXP3727
BS120506	ES87199	EXP3727
BS120506	ES87196	EXP3727
BS120506	ES87194	EXP3727
BS120508	ES87212	EXP3727
BS120508	ES87210	EXP3727
BS120510	ES87232	EXP3727
BS120510	ES87231	EXP3727
BS120510	ES87227	EXP3727
BS120511	ES87237	EXP3727
BS120512	ES87246	EXP3727
BS120513	ES87259	EXP3727
BS120514	ES87270	EXP3727
BS120515	ES87279	EXP3727
BS120515	ES87271	EXP3727
BS120516	ES87285	EXP3727
BS120516	ES87283	EXP3727
BS120517	ES87295	EXP3727
BS120520	ES87317	EXP3727
BS120521	ES87328	EXP3727
BS120522	ES87342	EXP3727
BS120523	ES87346	EXP3727
BS120523	ES87345	EXP3727
BS120523	ES87344	EXP3727
BS120523	ES87343	EXP3727
BS120524	ES87359	EXP3727
BS120524	ES87358	EXP3727
BS120526	ES87372	EXP3727
BS120527	ES87380	EXP3727
BS120528	ES87388	EXP3727
BS120529	ES87404	EXP3727
BS120529	ES87400	EXP3727
BS120530	ES87412	EXP3727
BS120531	ES87422	EXP3727
BS120532	ES87428	EXP3727
BS120533	ES87440	EXP3727
BS120533	ES87439	EXP3727
BS120533	ES87438	EXP3727
BS120533	ES87433	EXP3727
BS120535	ES87453	EXP3727
BS120536	ES87462	EXP3727
BS120537	ES87477	EXP3727
BS120537	ES87472	EXP3727
BS120537	ES87471	EXP3727
BS120538	ES87484	EXP3727
BS120538	ES87481	EXP3727
BS120539	ES87493	EXP3727
BS120539	ES87487	EXP3727
BS120541	ES87512	EXP3727
BS120541	ES87506	EXP3727
BS120542	ES87514	EXP3727
BS120543	ES87528	EXP3727
BS120544	ES87539	EXP3727
BS120544	ES87536	EXP3727
BS120545	ES87543	EXP3727
BS120546	ES87555	EXP3727
BS120547	ES87563	EXP3727
BS120547	ES87562	EXP3727
BS120548	ES87576	EXP3727
BS120548	ES87575	EXP3727
BS120549	ES87582	EXP3727
BS120549	ES87581	EXP3727
BS120549	ES87579	EXP3727
BS120551	ES87602	EXP3727
BS120551	ES87599	EXP3727
BS120552	ES87609	EXP3727
BS120552	ES87608	EXP3727
BS120553	ES87618	EXP3727
BS120553	ES87617	EXP3727
BS120553	ES87615	EXP3727
BS120554	ES87630	EXP3727
BS120558	ES87664	EXP3727
BS120558	ES87662	EXP3727
BS120564	ES87713	EXP3727
BS120565	ES87726	EXP3727
BS120566	ES87734	EXP3727
BS120567	ES87744	EXP3727
BS120568	ES87749	EXP3727
BS120569	ES87764	EXP3727
BS120572	ES87786	EXP3727
BS120573	ES87797	EXP3727
BS120573	ES87792	EXP3727
BS120574	ES87805	EXP3727
BS120574	ES87804	EXP3727
BS120575	ES87812	EXP3727
BS120576	ES87823	EXP3727
BS120577	ES87829	EXP3727
BS120577	ES87827	EXP3727
BS120581	ES87866	EXP3727
BS120581	ES87865	EXP3727
BS120581	ES87863	EXP3727
BS120582	ES87875	EXP3727
BS120583	ES87888	EXP3727
BS120583	ES87885	EXP3727
BS120583	ES87881	EXP3727
BS120584	ES87894	EXP3727
BS120585	ES87906	EXP3727
BS120587	ES87923	EXP3727
BS120588	ES87931	EXP3727
BS120588	ES87926	EXP3727
BS120589	ES87942	EXP3727
BS120589	ES87938	EXP3727
BS120591	ES87961	EXP3727
BS120591	ES87959	EXP3727
BS120591	ES87958	EXP3727
BS120591	ES87957	EXP3727
BS120591	ES87954	EXP3727
BS120592	ES87963	EXP3727
BS120593	ES87978	EXP3727
BS120593	ES87971	EXP3727
BS120594	ES87988	EXP3727
BS120594	ES87981	EXP3727
BS120597	ES88013	EXP3727
BS120597	ES88007	EXP3727
BS120598	ES88021	EXP3727
BS120598	ES88019	EXP3727
BS120598	ES88018	EXP3727
BS120598	ES88017	EXP3727
BS120599	ES88032	EXP3727
BS120599	ES88029	EXP3727
BS120600	ES88041	EXP3727
BS120600	ES88035	EXP3727
BS120601	ES88043	EXP3727
BS120602	ES88052	EXP3727
BS120603	ES88066	EXP3727
BS120603	ES88065	EXP3727
BS120603	ES88064	EXP3727
BS120604	ES88077	EXP3727
BS120604	ES88074	EXP3727
BS120605	ES88085	EXP3727
BS120606	ES88095	EXP3727
BS120607	ES88104	EXP3727
BS120609	ES88115	EXP3727
BS120610	ES88128	EXP3727
BS120610	ES88127	EXP3727
BS120610	ES88123	EXP3727
BS120612	ES88149	EXP3727
BS120612	ES88146	EXP3727
BS120614	ES88166	EXP3727
BS120615	ES88175	EXP3727
BS120615	ES88174	EXP3727
BS120615	ES88171	EXP3727
BS120615	ES88168	EXP3727
BS120617	ES88194	EXP3727
BS120619	ES88212	EXP3727
BS120619	ES88205	EXP3727
BS120620	ES88219	EXP3727
BS120621	ES88230	EXP3727
BS120622	ES88234	EXP3727
BS120623	ES88242	EXP3727
BS120625	ES88263	EXP3727
BS120626	ES88273	EXP3727
BS120627	ES88283	EXP3727
BS120627	ES88282	EXP3727
BS120627	ES88281	EXP3727
BS120627	ES88279	EXP3727
BS120627	ES88276	EXP3727
BS120628	ES88290	EXP3727
BS120628	ES88285	EXP3727
BS120629	ES88295	EXP3727
BS120630	ES88310	EXP3727
BS120630	ES88307	EXP3727
BS120631	ES88316	EXP3727
BS120631	ES88314	EXP3727
BS120631	ES88313	EXP3727
BS120632	ES88329	EXP3727
BS120632	ES88328	EXP3727
BS120632	ES88321	EXP3727
BS120633	ES88347	EXP3727
BS120634	ES88350	EXP3727
BS120635	ES88363	EXP3727
BS120635	ES88362	EXP3727
BS120635	ES88360	EXP3727
BS120635	ES88357	EXP3727
BS120637	ES88380	EXP3727
BS120637	ES88375	EXP3727
BS120640	ES88401	EXP3727
BS120641	ES88417	EXP3727
BS120641	ES88413	EXP3727
BS120641	ES88410	EXP3727
BS120641	ES88409	EXP3727
BS120643	ES88429	EXP3727
BS120645	ES88450	EXP3727
BS120645	ES88448	EXP3727
BS120645	ES88445	EXP3727
BS120646	ES88454	EXP3727
BS120647	ES88467	EXP3727
BS120648	ES88477	EXP3727
BS120649	ES88483	EXP3727
BS120650	ES88490	EXP3727
BS120652	ES88516	EXP3727
BS120652	ES88512	EXP3727
BS120653	ES88521	EXP3727
BS120653	ES88520	EXP3727
BS120653	ES88519	EXP3727
BS120654	ES88534	EXP3727
BS120655	ES88539	EXP3727
BS120656	ES88550	EXP3727
BS120657	ES88559	EXP3727
BS120658	ES88567	EXP3727
BS120662	ES88603	EXP3727
BS120663	ES88615	EXP3727
BS120663	ES88610	EXP3727
BS120664	ES88620	EXP3727
BS120665	ES88633	EXP3727
BS120666	ES88637	EXP3727
BS120667	ES88644	EXP3727
BS120668	ES88660	EXP3727
BS120669	ES88664	EXP3727
BS120669	ES88663	EXP3727
BS120669	ES88661	EXP3727
BS120670	ES88672	EXP3727
BS120673	ES88705	EXP3727
BS120673	ES88703	EXP3727
BS120673	ES88700	EXP3727
BS120674	ES88714	EXP3727
BS120674	ES88713	EXP3727
BS120674	ES88708	EXP3727
BS120674	ES88706	EXP3727
BS120675	ES88722	EXP3727
BS120675	ES88720	EXP3727
BS120675	ES88719	EXP3727
BS120676	ES88730	EXP3727
BS120676	ES88724	EXP3727
BS120677	ES88739	EXP3727
BS120677	ES88738	EXP3727
BS120677	ES88736	EXP3727
BS120678	ES88748	EXP3727
BS120679	ES88758	EXP3727
BS120679	ES88755	EXP3727
BS120680	ES88768	EXP3727
BS120681	ES88773	EXP3727
BS120681	ES88769	EXP3727
BS120682	ES88780	EXP3727
BS120688	ES88838	EXP3727
BS120688	ES88837	EXP3727
BS120690	ES88856	EXP3727
