BIOSAMPLE_ACCESSION	EXPSAMPLE_ACCESSION	EXPERIMENT_ACCESSION
BS120747	ES89362	EXP3727
BS120748	ES89375	EXP3727
BS120749	ES89388	EXP3727
BS120749	ES89381	EXP3727
BS120750	ES89390	EXP3727
BS120753	ES89418	EXP3727
BS120755	ES89432	EXP3727
BS120759	ES89473	EXP3727
BS120760	ES89485	EXP3727
BS120760	ES89483	EXP3727
BS120760	ES89478	EXP3727
BS120763	ES89510	EXP3727
BS120763	ES89508	EXP3727
BS120764	ES89513	EXP3727
BS120766	ES89532	EXP3727
BS120770	ES89573	EXP3727
BS120770	ES89571	EXP3727
BS120772	ES89591	EXP3727
BS120772	ES89589	EXP3727
BS120773	ES89600	EXP3727
BS120775	ES89616	EXP3727
BS120776	ES89622	EXP3727
BS120776	ES89621	EXP3727
BS120779	ES89652	EXP3727
BS120781	ES89666	EXP3727
BS120782	ES89679	EXP3727
BS120784	ES89700	EXP3727
BS120786	ES89719	EXP3727
BS120787	ES89721	EXP3727
BS120788	ES89737	EXP3727
BS120788	ES89736	EXP3727
BS120788	ES89732	EXP3727
BS120788	ES89730	EXP3727
BS120790	ES89752	EXP3727
BS120790	ES89748	EXP3727
BS120792	ES89773	EXP3727
BS120793	ES89781	EXP3727
BS120793	ES89778	EXP3727
BS120793	ES89777	EXP3727
BS120793	ES89776	EXP3727
BS120793	ES89774	EXP3727
BS120795	ES89798	EXP3727
BS120796	ES89809	EXP3727
BS120796	ES89801	EXP3727
BS120797	ES89815	EXP3727
BS120798	ES89827	EXP3727
BS120799	ES89833	EXP3727
BS120799	ES89831	EXP3727
BS120800	ES89843	EXP3727
BS120800	ES89839	EXP3727
BS120801	ES89854	EXP3727
BS120801	ES89848	EXP3727
BS120803	ES89871	EXP3727
BS120803	ES89870	EXP3727
BS120803	ES89868	EXP3727
BS120803	ES89864	EXP3727
BS120804	ES89880	EXP3727
BS120805	ES89890	EXP3727
BS120806	ES89897	EXP3727
BS120806	ES89896	EXP3727
BS120807	ES89907	EXP3727
BS120807	ES89905	EXP3727
BS120808	ES89916	EXP3727
BS120810	ES89933	EXP3727
BS120811	ES89944	EXP3727
BS120812	ES89952	EXP3727
BS120812	ES89950	EXP3727
BS120812	ES89949	EXP3727
BS120812	ES89947	EXP3727
BS120812	ES89945	EXP3727
BS120815	ES89980	EXP3727
BS120815	ES89977	EXP3727
BS120815	ES89972	EXP3727
BS120816	ES89989	EXP3727
BS120816	ES89986	EXP3727
BS120818	ES90007	EXP3727
BS120818	ES90001	EXP3727
BS120819	ES90016	EXP3727
BS120819	ES90014	EXP3727
BS120819	ES90013	EXP3727
BS120821	ES90034	EXP3727
BS120821	ES90031	EXP3727
BS120821	ES90028	EXP3727
BS120821	ES90027	EXP3727
BS120823	ES90049	EXP3727
BS120823	ES90044	EXP3727
BS120824	ES90059	EXP3727
BS120824	ES90054	EXP3727
BS120825	ES90069	EXP3727
BS120825	ES90065	EXP3727
BS120826	ES90078	EXP3727
BS120828	ES90095	EXP3727
BS120829	ES90106	EXP3727
BS120830	ES90115	EXP3727
BS120831	ES90116	EXP3727
BS120832	ES90133	EXP3727
BS120835	ES90160	EXP3727
BS120836	ES90166	EXP3727
BS120836	ES90161	EXP3727
BS120837	ES90177	EXP3727
BS120837	ES90175	EXP3727
BS120838	ES90186	EXP3727
BS120838	ES90183	EXP3727
BS120839	ES90193	EXP3727
BS120840	ES90197	EXP3727
BS120841	ES90211	EXP3727
BS120842	ES90216	EXP3727
BS121130	ES92784	EXP3727
BS121130	ES92779	EXP3727
BS121131	ES92793	EXP3727
BS121131	ES92792	EXP3727
BS121131	ES92785	EXP3727
BS121132	ES92796	EXP3727
BS121134	ES92815	EXP3727
BS121135	ES92823	EXP3727
BS121136	ES92831	EXP3727
BS121137	ES92841	EXP3727
BS121139	ES92865	EXP3727
BS121139	ES92862	EXP3727
BS121139	ES92858	EXP3727
BS121140	ES92872	EXP3727
BS121140	ES92869	EXP3727
BS121141	ES92879	EXP3727
BS121141	ES92876	EXP3727
BS121142	ES92891	EXP3727
BS121143	ES92901	EXP3727
BS121143	ES92895	EXP3727
BS121144	ES92909	EXP3727
BS121147	ES92929	EXP3727
BS121148	ES92940	EXP3727
BS121150	ES92964	EXP3727
BS121154	ES92998	EXP3727
BS121155	ES93008	EXP3727
BS121156	ES93012	EXP3727
BS121157	ES93023	EXP3727
BS121157	ES93022	EXP3727
BS121157	ES93020	EXP3727
BS121158	ES93035	EXP3727
BS121158	ES93028	EXP3727
BS121160	ES93053	EXP3727
BS121160	ES93051	EXP3727
BS121160	ES93049	EXP3727
BS121160	ES93048	EXP3727
BS121162	ES93066	EXP3727
BS121163	ES93081	EXP3727
BS121163	ES93076	EXP3727
BS121164	ES93084	EXP3727
BS121164	ES93082	EXP3727
BS121165	ES93097	EXP3727
BS121166	ES93107	EXP3727
BS121167	ES93114	EXP3727
BS121168	ES93124	EXP3727
BS121168	ES93120	EXP3727
BS121168	ES93118	EXP3727
BS121169	ES93132	EXP3727
BS121171	ES93150	EXP3727
BS121173	ES93171	EXP3727
BS121173	ES93167	EXP3727
BS121180	ES93227	EXP3727
BS121181	ES93243	EXP3727
BS121181	ES93240	EXP3727
BS121182	ES93252	EXP3727
BS121182	ES93246	EXP3727
BS121183	ES93258	EXP3727
BS121183	ES93254	EXP3727
BS121184	ES93267	EXP3727
BS121185	ES93278	EXP3727
BS121186	ES93287	EXP3727
BS121188	ES93306	EXP3727
BS121188	ES93299	EXP3727
BS121190	ES93321	EXP3727
BS121190	ES93320	EXP3727
BS121190	ES93316	EXP3727
BS121192	ES93341	EXP3727
BS121192	ES93340	EXP3727
BS121194	ES93357	EXP3727
BS121194	ES93355	EXP3727
BS121194	ES93354	EXP3727
BS121194	ES93352	EXP3727
BS121195	ES93361	EXP3727
BS121196	ES93372	EXP3727
BS121197	ES93384	EXP3727
BS121198	ES93395	EXP3727
BS121199	ES93404	EXP3727
BS121199	ES93398	EXP3727
BS121202	ES93432	EXP3727
BS121203	ES93435	EXP3727
BS121204	ES93443	EXP3727
BS121205	ES93450	EXP3727
BS121207	ES93469	EXP3727
BS121208	ES93481	EXP3727
BS121208	ES93480	EXP3727
BS121208	ES93479	EXP3727
BS121209	ES93491	EXP3727
BS121209	ES93486	EXP3727
BS121210	ES93500	EXP3727
BS121212	ES93519	EXP3727
BS121213	ES93527	EXP3727
BS121213	ES93525	EXP3727
BS121213	ES93524	EXP3727
BS121214	ES93537	EXP3727
BS121214	ES93536	EXP3727
BS121215	ES93544	EXP3727
BS121215	ES93542	EXP3727
BS121215	ES93539	EXP3727
BS121217	ES93561	EXP3727
BS121218	ES93565	EXP3727
BS121219	ES93582	EXP3727
BS121219	ES93579	EXP3727
BS121221	ES93598	EXP3727
BS121221	ES93592	EXP3727
BS121222	ES93606	EXP3727
BS121222	ES93603	EXP3727
BS121222	ES93602	EXP3727
BS121224	ES93623	EXP3727
BS121227	ES93652	EXP3727
BS121228	ES93662	EXP3727
BS121229	ES93665	EXP3727
BS121230	ES93681	EXP3727
BS121230	ES93677	EXP3727
BS121230	ES93676	EXP3727
BS121231	ES93689	EXP3727
BS121231	ES93682	EXP3727
BS121232	ES93697	EXP3727
BS121232	ES93692	EXP3727
BS121236	ES93731	EXP3727
BS121236	ES93728	EXP3727
BS121237	ES93736	EXP3727
BS121238	ES93745	EXP3727
BS121239	ES93754	EXP3727
BS121241	ES93775	EXP3727
BS121241	ES93773	EXP3727
BS121241	ES93772	EXP3727
BS121242	ES93787	EXP3727
BS121244	ES93805	EXP3727
BS121244	ES93801	EXP3727
BS121245	ES93812	EXP3727
BS121246	ES93822	EXP3727
BS121246	ES93820	EXP3727
BS121247	ES93832	EXP3727
BS121247	ES93824	EXP3727
BS121248	ES93841	EXP3727
BS121248	ES93839	EXP3727
BS121249	ES93849	EXP3727
BS121250	ES93856	EXP3727
BS121251	ES93861	EXP3727
BS121253	ES93883	EXP3727
BS121253	ES93881	EXP3727
BS121255	ES93902	EXP3727
BS121255	ES93899	EXP3727
BS121255	ES93896	EXP3727
BS121256	ES93913	EXP3727
BS121256	ES93911	EXP3727
BS121258	ES93928	EXP3727
BS121259	ES93932	EXP3727
BS121260	ES93940	EXP3727
BS121264	ES93980	EXP3727
BS121264	ES93973	EXP3727
BS121265	ES93986	EXP3727
BS121265	ES93985	EXP3727
BS121266	ES93995	EXP3727
BS121266	ES93991	EXP3727
BS121267	ES94003	EXP3727
BS121267	ES94001	EXP3727
BS121268	ES94014	EXP3727
BS121268	ES94012	EXP3727
BS121270	ES94031	EXP3727
BS121270	ES94027	EXP3727
BS121272	ES94052	EXP3727
BS121273	ES94059	EXP3727
BS121275	ES94078	EXP3727
BS121277	ES94098	EXP3727
BS121277	ES94095	EXP3727
BS121277	ES94092	EXP3727
BS121277	ES94090	EXP3727
BS121278	ES94104	EXP3727
BS121278	ES94099	EXP3727
BS121279	ES94112	EXP3727
BS121280	ES94118	EXP3727
BS121282	ES94139	EXP3727
BS121282	ES94138	EXP3727
BS121284	ES94153	EXP3727
BS121286	ES94178	EXP3727
BS121286	ES94172	EXP3727
BS121287	ES94186	EXP3727
BS121290	ES94209	EXP3727
BS121291	ES94223	EXP3727
BS121291	ES94215	EXP3727
BS121292	ES94225	EXP3727
BS121294	ES94250	EXP3727
BS121294	ES94249	EXP3727
BS121294	ES94246	EXP3727
BS121295	ES94254	EXP3727
BS121295	ES94252	EXP3727
BS121296	ES94266	EXP3727
BS121296	ES94262	EXP3727
BS121298	ES94281	EXP3727
BS121300	ES94302	EXP3727
BS121300	ES94301	EXP3727
BS121300	ES94298	EXP3727
BS121300	ES94296	EXP3727
BS121301	ES94310	EXP3727
BS121304	ES94340	EXP3727
BS121304	ES94339	EXP3727
BS121304	ES94337	EXP3727
BS121304	ES94334	EXP3727
BS121306	ES94356	EXP3727
BS121307	ES94359	EXP3727
BS121312	ES94410	EXP3727
BS121315	ES94434	EXP3727
BS121316	ES94444	EXP3727
BS121318	ES94464	EXP3727
BS121318	ES94459	EXP3727
BS121319	ES94472	EXP3727
BS121323	ES94508	EXP3727
BS121325	ES94524	EXP3727
BS121327	ES94544	EXP3727
BS121327	ES94536	EXP3727
BS121329	ES94561	EXP3727
BS121330	ES94563	EXP3727
BS121331	ES94574	EXP3727
BS121335	ES94616	EXP3727
BS121335	ES94613	EXP3727
BS121336	ES94617	EXP3727
BS121337	ES94631	EXP3727
BS121338	ES94643	EXP3727
BS121338	ES94638	EXP3727
BS121338	ES94636	EXP3727
BS121338	ES94635	EXP3727
BS121339	ES94650	EXP3727
BS121341	ES94668	EXP3727
BS121341	ES94663	EXP3727
BS121342	ES94677	EXP3727
BS121342	ES94675	EXP3727
BS121343	ES94680	EXP3727
BS121346	ES94712	EXP3727
BS121346	ES94711	EXP3727
BS121349	ES94735	EXP3727
BS121350	ES94745	EXP3727
BS121351	ES94752	EXP3727
BS121355	ES94789	EXP3727
BS121356	ES94800	EXP3727
BS121356	ES94798	EXP3727
BS121357	ES94809	EXP3727
BS121358	ES94821	EXP3727
BS121359	ES94829	EXP3727
BS121359	ES94827	EXP3727
BS121360	ES94839	EXP3727
BS121360	ES94836	EXP3727
BS121360	ES94834	EXP3727
BS121361	ES94843	EXP3727
BS121362	ES94854	EXP3727
BS121365	ES94880	EXP3727
BS121365	ES94879	EXP3727
BS121367	ES94901	EXP3727
BS121368	ES94912	EXP3727
BS121368	ES94909	EXP3727
BS121369	ES94921	EXP3727
BS121370	ES94925	EXP3727
BS121370	ES94924	EXP3727
BS121371	ES94933	EXP3727
BS121373	ES94954	EXP3727
BS121374	ES94964	EXP3727
BS121374	ES94963	EXP3727
BS121374	ES94959	EXP3727
BS121377	ES94990	EXP3727
BS121378	ES95002	EXP3727
BS121378	ES95000	EXP3727
BS121378	ES94997	EXP3727
BS121379	ES95010	EXP3727
BS121381	ES95024	EXP3727
BS121381	ES95021	EXP3727
BS121382	ES95032	EXP3727
BS121383	ES95044	EXP3727
BS121384	ES95055	EXP3727
BS121384	ES95048	EXP3727
BS121386	ES95074	EXP3727
BS121386	ES95072	EXP3727
BS121389	ES95093	EXP3727
BS121391	ES95119	EXP3727
BS121391	ES95118	EXP3727
BS121391	ES95114	EXP3727
BS121392	ES95128	EXP3727
BS121394	ES95143	EXP3727
BS121394	ES95141	EXP3727
BS121395	ES95153	EXP3727
BS121395	ES95151	EXP3727
BS121395	ES95148	EXP3727
BS121397	ES95171	EXP3727
BS121397	ES95165	EXP3727
BS121398	ES95174	EXP3727
BS121399	ES95190	EXP3727
BS121402	ES95218	EXP3727
BS121403	ES95227	EXP3727
BS121403	ES95221	EXP3727
BS121550	ES96523	EXP3728
BS121550	ES96520	EXP3728
BS121552	ES96533	EXP3728
BS121552	ES96529	EXP3728
BS121555	ES96551	EXP3728
BS121555	ES96549	EXP3728
BS121556	ES96553	EXP3728
BS121558	ES96558	EXP3728
BS121560	ES96567	EXP3728
BS121563	ES96580	EXP3728
BS121565	ES96587	EXP3728
BS121575	ES96607	EXP3728
BS121578	ES96618	EXP3728
BS121583	ES96643	EXP3728
BS121584	ES96652	EXP3728
BS121585	ES96657	EXP3728
BS121585	ES96653	EXP3728
BS121586	ES96659	EXP3728
BS121588	ES96673	EXP3728
BS121588	ES96669	EXP3728
BS121589	ES96680	EXP3728
BS121593	ES96692	EXP3728
BS121594	ES96695	EXP3728
BS121594	ES96693	EXP3728
BS121597	ES96703	EXP3728
BS121600	ES96714	EXP3728
BS121601	ES96732	EXP3728
BS121601	ES96725	EXP3728
BS121602	ES96742	EXP3728
BS121602	ES96738	EXP3728
BS121604	ES96751	EXP3728
BS121604	ES96750	EXP3728
BS121606	ES96763	EXP3728
BS121607	ES96764	EXP3728
BS121610	ES96793	EXP3728
BS121610	ES96791	EXP3728
BS121611	ES96796	EXP3728
BS121612	ES96804	EXP3728
BS121617	ES96828	EXP3728
BS121619	ES96839	EXP3728
BS121621	ES96845	EXP3728
BS121625	ES96867	EXP3728
BS121627	ES96879	EXP3728
BS121627	ES96878	EXP3728
BS121627	ES96876	EXP3728
BS121629	ES96889	EXP3728
BS121631	ES96899	EXP3728
BS121631	ES96897	EXP3728
BS121632	ES96906	EXP3728
BS121633	ES96914	EXP3728
BS121633	ES96913	EXP3728
BS121634	ES96915	EXP3728
BS121638	ES96946	EXP3728
BS121639	ES96950	EXP3728
BS121646	ES96968	EXP3728
BS121646	ES96965	EXP3728
BS121648	ES96975	EXP3728
BS121649	ES96984	EXP3728
BS121654	ES97011	EXP3728
BS121658	ES97034	EXP3728
BS121659	ES97043	EXP3728
BS121662	ES97052	EXP3728
BS121665	ES97062	EXP3728
BS121675	ES97093	EXP3728
BS121676	ES97098	EXP3728
BS121676	ES97097	EXP3728
BS121677	ES97103	EXP3728
BS121678	ES97105	EXP3728
BS121679	ES97111	EXP3728
BS121680	ES97120	EXP3728
BS121680	ES97116	EXP3728
BS121681	ES97129	EXP3728
BS121681	ES97127	EXP3728
BS121681	ES97125	EXP3728
BS121681	ES97124	EXP3728
BS121683	ES97136	EXP3728
BS121685	ES97148	EXP3728
BS121685	ES97147	EXP3728
BS121686	ES97155	EXP3728
BS121690	ES97167	EXP3728
BS121691	ES97168	EXP3728
BS121692	ES97169	EXP3728
BS121698	ES97183	EXP3728
BS121699	ES97186	EXP3728
BS121702	ES97199	EXP3728
BS121704	ES97205	EXP3728
BS121705	ES97214	EXP3728
BS121707	ES97221	EXP3728
BS121709	ES97234	EXP3728
BS121713	ES97255	EXP3728
BS121720	ES97292	EXP3728
BS121724	ES97305	EXP3728
BS121729	ES97327	EXP3728
BS121732	ES97346	EXP3728
BS121736	ES97368	EXP3728
BS121737	ES97372	EXP3728
BS121739	ES97381	EXP3728
BS121745	ES97395	EXP3728
BS121747	ES97411	EXP3728
BS121751	ES97433	EXP3728
BS121751	ES97431	EXP3728
BS121752	ES97441	EXP3728
BS121752	ES97436	EXP3728
BS121755	ES97454	EXP3728
BS121756	ES97461	EXP3728
BS121758	ES97468	EXP3728
BS121759	ES97473	EXP3728
BS121760	ES97483	EXP3728
BS121762	ES97499	EXP3728
BS121762	ES97498	EXP3728
BS121763	ES97508	EXP3728
BS121765	ES97514	EXP3728
BS121765	ES97513	EXP3728
BS121768	ES97533	EXP3728
BS121768	ES97528	EXP3728
BS121769	ES97536	EXP3728
BS121769	ES97534	EXP3728
BS121771	ES97548	EXP3728
BS121777	ES97571	EXP3728
BS121777	ES97567	EXP3728
BS121778	ES97574	EXP3728
BS121779	ES97582	EXP3728
BS121780	ES97583	EXP3728
BS121784	ES97592	EXP3728
BS121784	ES97590	EXP3728
BS121784	ES97589	EXP3728
BS121785	ES97598	EXP3728
BS121786	ES97601	EXP3728
BS121786	ES97599	EXP3728
BS121789	ES97615	EXP3728
BS121795	ES97631	EXP3728
BS121797	ES97638	EXP3728
BS121799	ES97649	EXP3728
BS121801	ES97657	EXP3728
BS121802	ES97661	EXP3728
BS121803	ES97670	EXP3728
BS121807	ES97676	EXP3728
BS121808	ES97677	EXP3728
BS121819	ES97721	EXP3728
BS121821	ES97733	EXP3728
BS121822	ES97736	EXP3728
BS121823	ES97742	EXP3728
BS121823	ES97740	EXP3728
BS121824	ES97744	EXP3728
BS121825	ES97749	EXP3728
BS121833	ES97774	EXP3728
BS121835	ES97780	EXP3728
BS121837	ES97787	EXP3728
BS121844	ES97804	EXP3728
BS121846	ES97815	EXP3728
BS121847	ES97819	EXP3728
BS121848	ES97823	EXP3728
BS121849	ES97828	EXP3728
BS121852	ES97847	EXP3728
BS121852	ES97846	EXP3728
BS121858	ES97865	EXP3728
BS121859	ES97870	EXP3728
BS121861	ES97879	EXP3728
BS121866	ES97900	EXP3728
BS121867	ES97909	EXP3728
BS121867	ES97908	EXP3728
BS121867	ES97905	EXP3728
BS121869	ES97913	EXP3728
BS121869	ES97912	EXP3728
BS121870	ES97922	EXP3728
BS121871	ES97923	EXP3728
BS121872	ES97931	EXP3728
BS121873	ES97935	EXP3728
BS121873	ES97934	EXP3728
BS121877	ES97957	EXP3728
BS121878	ES97961	EXP3728
BS121878	ES97960	EXP3728
BS121879	ES97967	EXP3728
BS121879	ES97966	EXP3728
BS121880	ES97970	EXP3728
BS121882	ES97981	EXP3728
BS121883	ES97984	EXP3728
BS121885	ES97997	EXP3728
BS121885	ES97994	EXP3728
BS121889	ES98009	EXP3728
BS121890	ES98012	EXP3728
BS121890	ES98011	EXP3728
BS121906	ES98050	EXP3728
BS121910	ES98065	EXP3728
BS121912	ES98072	EXP3728
BS121913	ES98080	EXP3728
BS121914	ES98084	EXP3728
BS121917	ES98100	EXP3728
BS121918	ES98105	EXP3728
BS121919	ES98110	EXP3728
BS121920	ES98114	EXP3728
BS121923	ES98131	EXP3728
BS121927	ES98147	EXP3728
BS121928	ES98155	EXP3728
BS121933	ES98181	EXP3728
BS121934	ES98185	EXP3728
BS121936	ES98195	EXP3728
BS121937	ES98205	EXP3728
BS121939	ES98209	EXP3728
BS121940	ES98212	EXP3728
BS121941	ES98215	EXP3728
BS121942	ES98219	EXP3728
BS121945	ES98230	EXP3728
BS121954	ES98246	EXP3728
BS121956	ES98252	EXP3728
BS121956	ES98250	EXP3728
BS121959	ES98260	EXP3728
BS121961	ES98270	EXP3728
BS121961	ES98268	EXP3728
BS121962	ES98273	EXP3728
BS121964	ES98280	EXP3728
BS121969	ES98297	EXP3728
BS121971	ES98302	EXP3728
BS121972	ES98310	EXP3728
BS121975	ES98322	EXP3728
BS121979	ES98345	EXP3728
BS121980	ES98346	EXP3728
BS121981	ES98351	EXP3728
BS121984	ES98364	EXP3728
BS121985	ES98366	EXP3728
BS121986	ES98374	EXP3728
BS121989	ES98387	EXP3728
BS121990	ES98392	EXP3728
BS121996	ES98418	EXP3728
BS122000	ES98434	EXP3728
BS122002	ES98442	EXP3728
BS122003	ES98448	EXP3728
BS122006	ES98457	EXP3728
BS122007	ES98463	EXP3728
BS122010	ES98477	EXP3728
BS122014	ES98497	EXP3728
BS122014	ES98494	EXP3728
BS122014	ES98493	EXP3728
BS122015	ES98498	EXP3728
BS122020	ES98527	EXP3728
BS122020	ES98524	EXP3728
BS122021	ES98531	EXP3728
BS122022	ES98537	EXP3728
BS122022	ES98536	EXP3728
BS122024	ES98544	EXP3728
BS122029	ES98570	EXP3728
BS122029	ES98569	EXP3728
BS122030	ES98575	EXP3728
BS122030	ES98574	EXP3728
BS122031	ES98581	EXP3728
BS122031	ES98579	EXP3728
BS122033	ES98589	EXP3728
BS122040	ES98621	EXP3728
BS122040	ES98619	EXP3728
BS122041	ES98628	EXP3728
BS122044	ES98641	EXP3728
BS122045	ES98644	EXP3728
BS122046	ES98648	EXP3728
BS122049	ES98658	EXP3728
BS122050	ES98663	EXP3728
BS122064	ES98731	EXP3728
BS122064	ES98729	EXP3728
BS122067	ES98744	EXP3728
BS122070	ES98759	EXP3728
BS122073	ES98773	EXP3728
BS122076	ES98788	EXP3728
BS122079	ES98799	EXP3728
BS122081	ES98811	EXP3728
BS122081	ES98810	EXP3728
BS122083	ES98820	EXP3728
BS122083	ES98819	EXP3728
BS122084	ES98825	EXP3728
BS122088	ES98844	EXP3728
BS122091	ES98863	EXP3728
BS122091	ES98861	EXP3728
BS122097	ES98889	EXP3728
BS122098	ES98895	EXP3728
BS122098	ES98894	EXP3728
BS122104	ES98920	EXP3728
BS122106	ES98930	EXP3728
BS122107	ES98938	EXP3728
BS122108	ES98940	EXP3728
BS122109	ES98946	EXP3728
BS122110	ES98951	EXP3728
BS122111	ES98954	EXP3728
BS122112	ES98959	EXP3728
BS122114	ES98972	EXP3728
BS122119	ES98997	EXP3728
BS122119	ES98993	EXP3728
BS122120	ES99002	EXP3728
BS122121	ES99006	EXP3728
BS122121	ES99004	EXP3728
BS122122	ES99012	EXP3728
BS122122	ES99011	EXP3728
BS122126	ES99031	EXP3728
BS122127	ES99036	EXP3728
BS122128	ES99041	EXP3728
BS122128	ES99039	EXP3728
BS122131	ES99053	EXP3728
BS122133	ES99066	EXP3728
BS122133	ES99063	EXP3728
BS122135	ES99076	EXP3728
BS122135	ES99075	EXP3728
BS122140	ES99095	EXP3728
BS122141	ES99102	EXP3728
BS122141	ES99098	EXP3728
BS122145	ES99119	EXP3728
BS122146	ES99127	EXP3728
BS122146	ES99125	EXP3728
BS122148	ES99135	EXP3728
BS122152	ES99154	EXP3728
BS122152	ES99152	EXP3728
BS122154	ES99159	EXP3728
BS122156	ES99170	EXP3728
BS122157	ES99172	EXP3728
BS122159	ES99183	EXP3728
BS122160	ES99187	EXP3728
BS122162	ES99198	EXP3728
BS122162	ES99195	EXP3728
BS122163	ES99203	EXP3728
BS122165	ES99212	EXP3728
BS122168	ES99224	EXP3728
BS122168	ES99223	EXP3728
BS122169	ES99231	EXP3728
BS122170	ES99237	EXP3728
BS122171	ES99242	EXP3728
BS122171	ES99239	EXP3728
BS122172	ES99245	EXP3728
BS122172	ES99244	EXP3728
BS122173	ES99250	EXP3728
BS122173	ES99249	EXP3728
BS122174	ES99255	EXP3728
BS122174	ES99254	EXP3728
BS122178	ES99273	EXP3728
BS122181	ES99288	EXP3728
BS122181	ES99284	EXP3728
BS122186	ES99305	EXP3728
BS122186	ES99302	EXP3728
BS122188	ES99313	EXP3728
BS122193	ES99332	EXP3728
BS122196	ES99350	EXP3728
BS122197	ES99352	EXP3728
BS122199	ES99361	EXP3728
BS122200	ES99367	EXP3728
BS122200	ES99363	EXP3728
BS122204	ES99386	EXP3728
BS122207	ES99392	EXP3728
BS122207	ES99391	EXP3728
BS122208	ES99398	EXP3728
BS122214	ES99422	EXP3728
BS122215	ES99428	EXP3728
BS122215	ES99427	EXP3728
BS122221	ES99449	EXP3728
BS122223	ES99457	EXP3728
BS122226	ES99470	EXP3728
BS122227	ES99475	EXP3728
BS122230	ES99488	EXP3728
BS122238	ES99506	EXP3728
BS122239	ES99509	EXP3728
BS122239	ES99507	EXP3728
BS122241	ES99518	EXP3728
BS122248	ES99550	EXP3728
BS122249	ES99556	EXP3728
BS122249	ES99554	EXP3728
BS122252	ES99569	EXP3728
BS122253	ES99573	EXP3728
BS122254	ES99577	EXP3728
BS122257	ES99593	EXP3728
BS122258	ES99600	EXP3728
BS122259	ES99605	EXP3728
BS122260	ES99609	EXP3728
BS122260	ES99608	EXP3728
BS122264	ES99630	EXP3728
BS122265	ES99632	EXP3728
BS122266	ES99641	EXP3728
BS122269	ES99656	EXP3728
BS122269	ES99655	EXP3728
BS122269	ES99654	EXP3728
BS122269	ES99653	EXP3728
BS122270	ES99661	EXP3728
BS122270	ES99658	EXP3728
BS122272	ES99670	EXP3728
BS122273	ES99672	EXP3728
BS122274	ES99679	EXP3728
BS122276	ES99687	EXP3728
BS122278	ES99701	EXP3728
BS122278	ES99697	EXP3728
BS122279	ES99705	EXP3728
BS122281	ES99714	EXP3728
BS122282	ES99720	EXP3728
BS122283	ES99726	EXP3728
BS122285	ES99735	EXP3728
BS122287	ES99746	EXP3728
BS122288	ES99750	EXP3728
BS122288	ES99747	EXP3728
BS122290	ES99759	EXP3728
BS122290	ES99757	EXP3728
BS122294	ES99780	EXP3728
BS122295	ES99785	EXP3728
BS122298	ES99800	EXP3728
BS122298	ES99798	EXP3728
BS122299	ES99805	EXP3728
BS122302	ES99817	EXP3728
BS122303	ES99822	EXP3728
BS122304	ES99829	EXP3728
BS122304	ES99826	EXP3728
BS122305	ES99835	EXP3728
BS122306	ES99837	EXP3728
BS122308	ES99848	EXP3728
BS122309	ES99851	EXP3728
BS122310	ES99856	EXP3728
BS122311	ES99863	EXP3728
BS122311	ES99861	EXP3728
BS122312	ES99870	EXP3728
BS122317	ES99894	EXP3728
BS122319	ES99903	EXP3728
BS122320	ES99909	EXP3728
BS122320	ES99907	EXP3728
BS122321	ES99913	EXP3728
BS122323	ES99925	EXP3728
BS122327	ES99940	EXP3728
BS122330	ES99957	EXP3728
BS122331	ES99962	EXP3728
BS122331	ES99959	EXP3728
BS122332	ES99963	EXP3728
BS122335	ES99974	EXP3728
BS122337	ES99981	EXP3728
BS122341	ES99995	EXP3728
BS122344	ES100008	EXP3728
BS122345	ES100014	EXP3728
BS122348	ES100026	EXP3728
BS122349	ES100032	EXP3728
BS122354	ES100057	EXP3728
BS122358	ES100075	EXP3728
BS122358	ES100073	EXP3728
BS122360	ES100084	EXP3728
BS122361	ES100088	EXP3728
BS122362	ES100090	EXP3728
BS122363	ES100096	EXP3728
BS122364	ES100100	EXP3728
BS122365	ES100104	EXP3728
BS122367	ES100116	EXP3728
BS122369	ES100124	EXP3728
BS122370	ES100128	EXP3728
BS122370	ES100127	EXP3728
BS122371	ES100130	EXP3728
BS122373	ES100144	EXP3728
BS122377	ES100158	EXP3728
BS122378	ES100162	EXP3728
BS122381	ES100176	EXP3728
BS122384	ES100185	EXP3728
BS122386	ES100196	EXP3728
BS122389	ES100208	EXP3728
BS122395	ES100230	EXP3728
BS122400	ES100251	EXP3728
BS122401	ES100252	EXP3728
BS122402	ES100259	EXP3728
BS122403	ES100266	EXP3728
BS122405	ES100273	EXP3728
BS122406	ES100278	EXP3728
BS122410	ES100300	EXP3728
BS122413	ES100312	EXP3728
BS122415	ES100322	EXP3728
BS122418	ES100340	EXP3728
BS122420	ES100351	EXP3728
BS122420	ES100350	EXP3728
BS122420	ES100347	EXP3728
BS122422	ES100358	EXP3728
BS122422	ES100357	EXP3728
BS122423	ES100365	EXP3728
BS122427	ES100386	EXP3728
BS122429	ES100394	EXP3728
BS122432	ES100410	EXP3728
BS122433	ES100414	EXP3728
BS122433	ES100412	EXP3728
BS122434	ES100420	EXP3728
BS122438	ES100437	EXP3728
BS122439	ES100445	EXP3728
BS122439	ES100442	EXP3728
BS122444	ES100470	EXP3728
BS122445	ES100475	EXP3728
